id,drag,drag_test,lift,lift_test,vtk_type
06432,635.07568359375,566.5560302734375,313.4259948730469,281.924072265625,vtk_E
06433,612.5696411132812,517.8092041015625,96.51309967041016,104.58991241455078,vtk_E
06434,492.1016845703125,506.0826110839844,234.78057861328125,342.3403015136719,vtk_E
06436,619.5032958984375,562.61474609375,135.65103149414062,22.685129165649414,vtk_E
06439,557.8321533203125,523.4373168945312,155.89796447753906,129.26422119140625,vtk_E
06440,519.157958984375,485.9994812011719,229.21835327148438,239.43344116210938,vtk_E
06441,392.80621337890625,470.88226318359375,228.83367919921875,307.9076232910156,vtk_E
06442,530.9458618164062,529.0904541015625,271.2259521484375,334.63568115234375,vtk_E
06443,474.09881591796875,507.323974609375,184.15692138671875,94.91178131103516,vtk_E
06445,534.7953491210938,537.5162963867188,173.44422912597656,215.17349243164062,vtk_E
06446,706.961181640625,536.296875,83.75157165527344,98.76657104492188,vtk_E
06448,612.1893920898438,599.9603881835938,329.0576171875,314.5016784667969,vtk_E
06449,539.6902465820312,533.48583984375,343.0100402832031,366.7313232421875,vtk_E
06450,509.11224365234375,519.2844848632812,520.2034912109375,449.760986328125,vtk_E
06451,607.1844482421875,524.8607177734375,50.61110305786133,248.0586700439453,vtk_E
06452,525.8212890625,498.23828125,223.6443634033203,238.74327087402344,vtk_E
06453,481.7723388671875,481.118408203125,217.95346069335938,292.5329895019531,vtk_E
06454,509.2254638671875,506.12225341796875,373.70220947265625,326.845458984375,vtk_E
06456,461.4137878417969,523.4326782226562,328.17559814453125,349.2865295410156,vtk_E
06457,453.68829345703125,495.95648193359375,190.61819458007812,331.29681396484375,vtk_E
06458,701.8154296875,549.6112060546875,128.70787048339844,-11.218988418579102,vtk_E
06460,547.5523681640625,522.3456420898438,13.2244873046875,206.3093719482422,vtk_E
06461,647.9119873046875,555.1263427734375,120.95037841796875,141.9218292236328,vtk_E
06600,584.3153686523438,513.6356201171875,366.6976318359375,406.74407958984375,vtk_F
06601,491.36468505859375,485.77825927734375,339.78125,318.5026550292969,vtk_F
06602,569.856201171875,475.2295227050781,214.8987579345703,250.3857879638672,vtk_F
06604,531.067138671875,499.1498718261719,296.6714172363281,167.4525604248047,vtk_F
06605,782.185546875,288.8313293457031,391.4749755859375,530.6122436523438,vtk_F
06606,389.15557861328125,438.4696960449219,236.6920623779297,187.1732177734375,vtk_F
06608,777.8202514648438,214.9095916748047,522.6210327148438,808.7732543945312,vtk_F
06611,420.6414794921875,470.09991455078125,324.2250061035156,361.9456787109375,vtk_F
06612,670.6137084960938,539.3383178710938,143.96832275390625,132.42367553710938,vtk_F
06613,627.89013671875,530.1674194335938,225.9221954345703,152.04638671875,vtk_F
06614,456.2475891113281,504.4615173339844,379.1307373046875,340.2005920410156,vtk_F
06615,411.36279296875,433.2586364746094,420.6425476074219,438.26361083984375,vtk_F
06616,634.6207885742188,560.9815673828125,275.17327880859375,92.35462188720703,vtk_F
06617,464.27557373046875,495.91644287109375,335.01849365234375,251.24624633789062,vtk_F
06618,415.1727294921875,427.413330078125,222.02418518066406,148.48690795898438,vtk_F
06620,495.18890380859375,493.67864990234375,273.794189453125,321.170654296875,vtk_F
06621,602.3815307617188,480.9117431640625,251.88331604003906,246.92520141601562,vtk_F
06622,535.7880859375,516.6692504882812,333.9327392578125,348.9298400878906,vtk_F
06623,474.63580322265625,487.0838317871094,439.5069580078125,405.3622131347656,vtk_F
06624,494.4981689453125,493.06707763671875,283.4951477050781,219.57627868652344,vtk_F
06625,646.0069580078125,428.5829772949219,96.42762756347656,138.34686279296875,vtk_F
06628,525.2146606445312,529.6425170898438,183.81900024414062,121.09130096435547,vtk_F
06629,631.1182861328125,531.7485961914062,475.1967468261719,451.6099548339844,vtk_F
06631,785.626708984375,506.3646545410156,548.37890625,542.0588989257812,vtk_F
06635,712.442626953125,386.5662841796875,144.01510620117188,-63.06634521484375,vtk_F
06637,469.6719055175781,472.0775451660156,286.0802307128906,300.7539978027344,vtk_F
06639,593.6629028320312,525.5104370117188,352.39031982421875,330.6704406738281,vtk_F
06643,477.0766296386719,475.44873046875,183.58152770996094,60.03635025024414,vtk_F
06644,669.560791015625,554.6904907226562,297.7554016113281,291.8338623046875,vtk_F
06646,533.0686645507812,484.52557373046875,193.6505584716797,340.395751953125,vtk_F
06647,414.3181457519531,442.4393615722656,203.16590881347656,229.9932403564453,vtk_F
06648,410.1042785644531,438.84271240234375,376.4836730957031,324.6975402832031,vtk_F
06654,505.83416748046875,499.20172119140625,335.7247009277344,335.8389892578125,vtk_F
06655,581.3286743164062,541.53515625,417.311767578125,307.31146240234375,vtk_F
06656,519.2634887695312,511.024169921875,381.3228454589844,254.4944305419922,vtk_F
06658,726.5160522460938,290.13409423828125,443.13604736328125,473.16778564453125,vtk_F
06659,519.7589111328125,512.6844482421875,378.56536865234375,302.177490234375,vtk_F
06660,391.9478759765625,420.83026123046875,330.1031188964844,400.2095947265625,vtk_F
06662,531.9633178710938,477.99505615234375,230.0758514404297,283.0399169921875,vtk_F
06664,397.3027038574219,446.44573974609375,300.072998046875,381.03948974609375,vtk_F
06665,565.3499755859375,529.1842651367188,135.65811157226562,110.8436279296875,vtk_F
06673,447.16241455078125,438.80499267578125,333.5889892578125,302.1002197265625,vtk_F
06674,582.4518432617188,517.9786376953125,378.5485534667969,293.5965270996094,vtk_F
06675,576.9603881835938,534.1747436523438,397.9708557128906,344.762939453125,vtk_F
06676,739.1700439453125,214.22238159179688,309.89715576171875,764.412841796875,vtk_F
06677,717.6349487304688,194.02154541015625,234.43946838378906,755.6213989257812,vtk_F
06678,687.195068359375,556.8599853515625,319.8772277832031,389.7708740234375,vtk_F
06679,483.1238098144531,463.7945556640625,299.4005126953125,329.1758728027344,vtk_F
06681,435.01019287109375,446.81060791015625,262.9615478515625,231.42784118652344,vtk_F
06684,746.2334594726562,534.7005615234375,277.6494445800781,534.2879028320312,vtk_F
07794,486.1430358886719,469.8815002441406,163.9085235595703,322.6236572265625,vtk_N
07801,464.1087951660156,451.8241882324219,393.16925048828125,411.19305419921875,vtk_N
07803,510.79815673828125,506.97650146484375,326.3481750488281,333.6985168457031,vtk_N
07805,428.5662536621094,449.2690124511719,319.3990173339844,301.94036865234375,vtk_N
07806,487.64776611328125,478.42059326171875,355.43060302734375,124.55040740966797,vtk_N
07810,711.2421875,520.3858642578125,242.1578369140625,168.70672607421875,vtk_N
07812,634.9667358398438,515.5921630859375,98.39994812011719,86.11495971679688,vtk_N
07813,473.56365966796875,470.7210998535156,322.3049621582031,347.6935119628906,vtk_N
07814,531.3219604492188,518.3421020507812,219.90847778320312,204.8533935546875,vtk_N
07820,471.6981201171875,482.1409912109375,410.3335876464844,387.0437316894531,vtk_N
07821,566.3001098632812,512.37158203125,335.7646484375,349.9156188964844,vtk_N
07822,504.82135009765625,518.291259765625,176.79151916503906,273.9044494628906,vtk_N
07823,452.2158203125,451.67822265625,253.8259735107422,294.7427062988281,vtk_N
07833,583.1768798828125,534.3554077148438,482.27264404296875,402.0880126953125,vtk_N
07835,627.8961181640625,529.637451171875,316.67022705078125,227.70001220703125,vtk_N
07836,540.8941040039062,517.095703125,290.70477294921875,325.7121887207031,vtk_N
07841,593.627685546875,474.50909423828125,161.68443298339844,190.2600555419922,vtk_N
07845,606.2730102539062,551.8270874023438,439.7690124511719,317.89544677734375,vtk_N
07846,389.8642578125,406.69647216796875,265.68310546875,267.9201965332031,vtk_N
07852,471.38714599609375,477.10809326171875,346.3928527832031,213.08682250976562,vtk_N
07853,595.055908203125,538.1797485351562,322.0511779785156,235.64010620117188,vtk_N
07855,468.47906494140625,455.79901123046875,400.58221435546875,192.59561157226562,vtk_N
07856,435.48016357421875,463.4669189453125,266.27581787109375,251.3542938232422,vtk_N
07861,446.2018127441406,476.5992736816406,384.37890625,300.1641540527344,vtk_N
07862,505.3717346191406,506.0172424316406,247.19174194335938,62.35004425048828,vtk_N
07864,483.46466064453125,478.58428955078125,261.90533447265625,225.25340270996094,vtk_N
07865,552.1493530273438,509.6443176269531,255.87179565429688,182.8642578125,vtk_N
07870,589.8059692382812,517.6251831054688,361.368408203125,215.9393310546875,vtk_N
07872,512.0852661132812,494.9269104003906,206.4705352783203,128.18104553222656,vtk_N
07873,768.1704711914062,260.03546142578125,300.6816101074219,213.46261596679688,vtk_N
07874,568.2359619140625,492.9610900878906,301.4741516113281,185.05799865722656,vtk_N
07881,765.2816162109375,362.27606201171875,398.50299072265625,564.7360229492188,vtk_N
07882,506.90771484375,499.173095703125,445.08392333984375,414.7879333496094,vtk_N
07883,476.5745544433594,467.6790771484375,239.56883239746094,204.64308166503906,vtk_N
07884,567.35888671875,511.6922607421875,215.24269104003906,54.23028564453125,vtk_N
07890,645.9622192382812,408.17572021484375,129.77288818359375,252.72476196289062,vtk_N
07891,483.40032958984375,468.78009033203125,334.7281188964844,344.24127197265625,vtk_N
07893,455.2919921875,450.39117431640625,380.2738342285156,336.6419372558594,vtk_N
07900,470.993408203125,494.5285949707031,265.6133117675781,209.66909790039062,vtk_N
07901,661.8392333984375,547.5672607421875,439.2997131347656,358.8052978515625,vtk_N
07902,726.85888671875,493.28155517578125,498.41070556640625,283.1025085449219,vtk_N
07904,556.5235595703125,510.3796081542969,311.021728515625,315.1289978027344,vtk_N
07910,561.223876953125,494.7186584472656,164.68016052246094,241.33799743652344,vtk_N
07911,489.0379638671875,484.180419921875,401.7357177734375,313.9721984863281,vtk_N
07912,684.1552734375,548.0238647460938,383.1435546875,471.7352600097656,vtk_N
07913,521.5535278320312,513.5974731445312,255.81459045410156,232.1561279296875,vtk_N
07922,401.3771667480469,428.129638671875,280.64727783203125,320.5420227050781,vtk_N
07923,508.8302307128906,463.7567138671875,272.4986572265625,387.6598815917969,vtk_N
07924,611.3245849609375,527.651611328125,404.92388916015625,327.2257385253906,vtk_N
07930,465.1886291503906,495.9826354980469,442.4188537597656,330.17364501953125,vtk_N
