epoch,step,train_loss,val_loss
105,317999,,0.3197156488895416
105,317999,0.3213946223258972,
106,320999,,0.3313034176826477
106,320999,0.3207559287548065,
107,323999,,0.3221568763256073
107,323999,0.3209412693977356,
108,326999,,0.3187260031700134
108,326999,0.32065367698669434,
109,329999,,0.32009339332580566
109,329999,0.32032400369644165,
110,332999,,0.3226657807826996
110,332999,0.3201333284378052,
111,335999,,0.3214744031429291
111,335999,0.3202047049999237,
112,338999,,0.31895801424980164
112,338999,0.3198361396789551,
113,341999,,0.3202595114707947
113,341999,0.3190723955631256,
114,344999,,0.31981590390205383
114,344999,0.3192203640937805,
115,347999,,0.320250004529953
115,347999,0.31925487518310547,
116,350999,,0.3164398670196533
116,350999,0.3186712861061096,
117,353999,,0.3208532929420471
117,353999,0.3184312880039215,
118,356999,,0.3182417154312134
118,356999,0.31823766231536865,
119,359999,,0.329058974981308
119,359999,0.318278044462204,
120,362999,,0.31658053398132324
120,362999,0.3177769184112549,
121,365999,,0.3259658217430115
121,365999,0.31780412793159485,
122,368999,,0.31545114517211914
122,368999,0.3173438012599945,
123,371999,,0.3204152286052704
123,371999,0.3173009753227234,
124,374999,,0.3189846873283386
124,374999,0.31718891859054565,
125,377999,,0.3142053186893463
125,377999,0.3165529668331146,
126,380999,,0.3254580795764923
126,380999,0.3165009021759033,
127,383999,,0.3161156177520752
127,383999,0.3163287937641144,
128,386999,,0.3185405135154724
128,386999,0.31602421402931213,
129,389999,,0.3186940550804138
129,389999,0.3157252371311188,
130,392999,,0.3246825635433197
130,392999,0.31566619873046875,
131,395999,,0.32200759649276733
131,395999,0.31556060910224915,
132,398999,,0.3212214410305023
132,398999,0.3152933716773987,
133,401999,,0.31771302223205566
133,401999,0.3149680197238922,
134,404999,,0.3148519694805145
134,404999,0.31511762738227844,
135,407999,,0.32026422023773193
135,407999,0.31512749195098877,
136,410999,,0.3116365969181061
136,410999,0.3145727813243866,
137,413999,,0.3150162398815155
137,413999,0.31452828645706177,
138,416999,,0.3148089051246643
138,416999,0.3145863115787506,
139,419999,,0.32386189699172974
139,419999,0.31445205211639404,
140,422999,,0.31579458713531494
140,422999,0.31400781869888306,
141,425999,,0.319629967212677
141,425999,0.3136056363582611,
142,428999,,0.31994447112083435
142,428999,0.3136701285839081,
143,431999,,0.31635022163391113
143,431999,0.31355562806129456,
144,434999,,0.31230899691581726
144,434999,0.31351345777511597,
145,437999,,0.3160756826400757
145,437999,0.31330618262290955,
146,440999,,0.31449419260025024
146,440999,0.31296223402023315,
147,443999,,0.3128933608531952
147,443999,0.3129461705684662,
148,446999,,0.31202057003974915
148,446999,0.31286758184432983,
149,449999,,0.318280428647995
149,449999,0.312433660030365,
150,452999,,0.31348973512649536
150,452999,0.31241893768310547,
151,455999,,0.31613853573799133
151,455999,0.3121113181114197,
152,458999,,0.32056939601898193
152,458999,0.3121245801448822,
153,461999,,0.31631678342819214
153,461999,0.31209349632263184,
154,464999,,0.3163810670375824
154,464999,0.3122938871383667,
155,467999,,0.31054505705833435
155,467999,0.3118458390235901,
156,470999,,0.31165167689323425
156,470999,0.31189101934432983,
157,473999,,0.31236857175827026
157,473999,0.3116360902786255,
158,476999,,0.31779512763023376
158,476999,0.31123220920562744,
159,479999,,0.3114565908908844
159,479999,0.31120386719703674,
160,482999,,0.31156125664711
160,482999,0.3108358085155487,
161,485999,,0.31322193145751953
161,485999,0.31098678708076477,
162,488999,,0.30993708968162537
162,488999,0.31083258986473083,
163,491999,,0.3136703073978424
163,491999,0.31060341000556946,
164,494999,,0.31553831696510315
164,494999,0.31072020530700684,
165,497999,,0.30978769063949585
165,497999,0.3107389509677887,
166,500999,,0.3083628714084625
166,500999,0.3101404905319214,
167,503999,,0.30794012546539307
167,503999,0.310294508934021,
168,506999,,0.3125342130661011
168,506999,0.3099515438079834,
169,509999,,0.31372717022895813
169,509999,0.31008633971214294,
170,512999,,0.3080896735191345
170,512999,0.3100273907184601,
171,515999,,0.30952951312065125
171,515999,0.30963656306266785,
172,518999,,0.3132268190383911
172,518999,0.30935508012771606,
173,521999,,0.307177871465683
173,521999,0.30939775705337524,
174,524999,,0.3105642795562744
174,524999,0.3096661865711212,
175,527999,,0.31002286076545715
175,527999,0.3095172345638275,
176,530999,,0.3149409890174866
176,530999,0.3092867136001587,
177,533999,,0.30902498960494995
177,533999,0.30910563468933105,
178,536999,,0.31315869092941284
178,536999,0.3090860843658447,
179,539999,,0.31653204560279846
179,539999,0.30891722440719604,
180,542999,,0.30774861574172974
180,542999,0.30878540873527527,
181,545999,,0.3178776502609253
181,545999,0.30849018692970276,
182,548999,,0.312459796667099
182,548999,0.3086014688014984,
183,551999,,0.31077417731285095
183,551999,0.3085854947566986,
184,554999,,0.30899369716644287
184,554999,0.3085152506828308,
185,557999,,0.31188222765922546
185,557999,0.30831414461135864,
186,560999,,0.31012916564941406
186,560999,0.30803412199020386,
187,563999,,0.3119887411594391
187,563999,0.30807170271873474,
188,566999,,0.3129314184188843
188,566999,0.30810391902923584,
189,569999,,0.30863189697265625
189,569999,0.3077676594257355,
190,572999,,0.3067760169506073
190,572999,0.30791836977005005,
191,575999,,0.310077428817749
191,575999,0.307710200548172,
192,578999,,0.3104126751422882
192,578999,0.3075999915599823,
193,581999,,0.31688183546066284
193,581999,0.3077563941478729,
194,584999,,0.30957674980163574
194,584999,0.30730685591697693,
195,587999,,0.3096776306629181
195,587999,0.30711883306503296,
196,590999,,0.3074776828289032
196,590999,0.3075461685657501,
197,593999,,0.3114783465862274
197,593999,0.30727848410606384,
198,596999,,0.3082737624645233
198,596999,0.3070915937423706,
199,599999,,0.3072754442691803
199,599999,0.3068692684173584,
200,602999,,0.3109554648399353
200,602999,0.3068087697029114,
201,605999,,0.3086462616920471
201,605999,0.3069467842578888,
202,608999,,0.31131288409233093
202,608999,0.3067776560783386,
203,611999,,0.3088454306125641
203,611999,0.3067668080329895,
204,614999,,0.30743345618247986
204,614999,0.3066504895687103,
205,617999,,0.3114296793937683
205,617999,0.3063795864582062,
206,620999,,0.30582311749458313
206,620999,0.3063540458679199,
207,623999,,0.3080529570579529
207,623999,0.30642274022102356,
208,626999,,0.3084788918495178
208,626999,0.3060207664966583,
209,629999,,0.3129808008670807
209,629999,0.3061979115009308,
210,632999,,0.30627143383026123
210,632999,0.30587074160575867,
211,635999,,0.30812758207321167
211,635999,0.3057754635810852,
212,638999,,0.3181714117527008
212,638999,0.30555829405784607,
213,641999,,0.3111567497253418
213,641999,0.30578693747520447,
214,644999,,0.30957740545272827
214,644999,0.30576953291893005,
215,647999,,0.3062141537666321
215,647999,0.30554187297821045,
216,650999,,0.30687642097473145
216,650999,0.30537837743759155,
217,653999,,0.308106005191803
217,653999,0.3054368495941162,
218,656999,,0.3089345693588257
218,656999,0.3051281273365021,
219,659999,,0.30709344148635864
219,659999,0.30533546209335327,
220,662999,,0.31258469820022583
220,662999,0.3051624596118927,
221,665999,,0.3064476251602173
221,665999,0.3050521910190582,
222,668999,,0.31211408972740173
222,668999,0.30489569902420044,
223,671999,,0.3092179596424103
223,671999,0.3048360049724579,
224,674999,,0.3048894703388214
224,674999,0.3046267628669739,
225,677999,,0.30266740918159485
225,677999,0.30448198318481445,
226,680999,,0.30488160252571106
226,680999,0.30472517013549805,
227,683999,,0.30534058809280396
227,683999,0.304677814245224,
228,686999,,0.3108385503292084
228,686999,0.30446624755859375,
229,689999,,0.3092881143093109
229,689999,0.3041074275970459,
230,692999,,0.30639681220054626
230,692999,0.30467185378074646,
231,695999,,0.3069911301136017
231,695999,0.3042784333229065,
232,698999,,0.30577823519706726
232,698999,0.3040218651294708,
233,701999,,0.3060213625431061
233,701999,0.3039548099040985,
234,704999,,0.3069453537464142
234,704999,0.30401089787483215,
235,707999,,0.30317574739456177
235,707999,0.303899347782135,
236,710999,,0.3063220977783203
236,710999,0.30384573340415955,
237,713999,,0.3080350160598755
237,713999,0.30387017130851746,
238,716999,,0.3030788004398346
238,716999,0.30351170897483826,
239,719999,,0.3033749759197235
239,719999,0.30366355180740356,
240,722999,,0.30712899565696716
240,722999,0.30337849259376526,
241,725999,,0.3093799650669098
241,725999,0.3034863770008087,
242,728999,,0.3048444986343384
242,728999,0.3034253418445587,
243,731999,,0.3029102385044098
243,731999,0.30331483483314514,
244,734999,,0.3043806850910187
244,734999,0.30330589413642883,
245,737999,,0.30484625697135925
245,737999,0.30311518907546997,
246,740999,,0.3103814721107483
246,740999,0.3031429648399353,
247,743999,,0.30798226594924927
247,743999,0.30288657546043396,
248,746999,,0.30404505133628845
248,746999,0.3030666410923004,
249,749999,,0.3045436441898346
249,749999,0.3026221990585327,
250,752999,,0.305319607257843
250,752999,0.30273428559303284,
251,755999,,0.3044169843196869
251,755999,0.3027249276638031,
252,758999,,0.30215197801589966
252,758999,0.3027074933052063,
253,761999,,0.30440014600753784
253,761999,0.30236729979515076,
254,764999,,0.304390549659729
254,764999,0.3024662137031555,
255,767999,,0.3054318428039551
255,767999,0.30236172676086426,
256,770999,,0.305194616317749
256,770999,0.3023664653301239,
257,773999,,0.3017866909503937
257,773999,0.30229583382606506,
258,776999,,0.30184948444366455
258,776999,0.3020746111869812,
259,779999,,0.3075164556503296
259,779999,0.3022196888923645,
260,782999,,0.3128480911254883
260,782999,0.3017858862876892,
261,785999,,0.3028947710990906
261,785999,0.30189627408981323,
262,788999,,0.30904313921928406
262,788999,0.3018062114715576,
263,791999,,0.30268317461013794
263,791999,0.30174925923347473,
264,794999,,0.304985910654068
264,794999,0.3016667068004608,
265,797999,,0.30256494879722595
265,797999,0.30146586894989014,
266,800999,,0.30436971783638
266,800999,0.301574170589447,
267,803999,,0.30350461602211
267,803999,0.30163654685020447,
268,806999,,0.3023412525653839
268,806999,0.3013637065887451,
269,809999,,0.30123817920684814
269,809999,0.3013385534286499,
270,812999,,0.30100882053375244
270,812999,0.3012542724609375,
271,815999,,0.3032061755657196
271,815999,0.301389217376709,
272,818999,,0.3034317195415497
272,818999,0.30113139748573303,
273,821999,,0.30219146609306335
273,821999,0.3010486960411072,
274,824999,,0.3048010766506195
274,824999,0.3011549711227417,
275,827999,,0.30470705032348633
275,827999,0.3009810447692871,
276,830999,,0.31366100907325745
276,830999,0.3009275197982788,
277,833999,,0.30733469128608704
277,833999,0.30067044496536255,
278,836999,,0.30655041337013245
278,836999,0.30092060565948486,
279,839999,,0.30169373750686646
279,839999,0.30053162574768066,
280,842999,,0.30054447054862976
280,842999,0.30055901408195496,
281,845999,,0.30913227796554565
281,845999,0.30039262771606445,
282,848999,,0.3011005222797394
282,848999,0.300336092710495,
283,851999,,0.30432942509651184
283,851999,0.30023959279060364,
284,854999,,0.30294984579086304
284,854999,0.3002714514732361,
285,857999,,0.3016744554042816
285,857999,0.3003149926662445,
286,860999,,0.30236974358558655
286,860999,0.3001733124256134,
287,863999,,0.3017232418060303
287,863999,0.29996147751808167,
288,866999,,0.30013683438301086
288,866999,0.30005258321762085,
289,869999,,0.30258697271347046
289,869999,0.299983412027359,
290,872999,,0.3009432852268219
290,872999,0.29986658692359924,
291,875999,,0.3060471713542938
291,875999,0.2999354302883148,
292,878999,,0.30156373977661133
292,878999,0.29975587129592896,
293,881999,,0.3009791076183319
293,881999,0.29974281787872314,
294,884999,,0.303338885307312
294,884999,0.29957205057144165,
295,887999,,0.3015630543231964
295,887999,0.29943326115608215,
296,890999,,0.301119863986969
296,890999,0.29956433176994324,
297,893999,,0.3056972026824951
297,893999,0.2993376553058624,
298,896999,,0.30018842220306396
298,896999,0.29924288392066956,
299,899999,,0.3041034936904907
299,899999,0.29930081963539124,
300,902999,,0.30072030425071716
300,902999,0.2992650866508484,
301,905999,,0.30130207538604736
301,905999,0.2993067800998688,
302,908999,,0.3002711236476898
302,908999,0.2992476224899292,
303,911999,,0.29979291558265686
303,911999,0.2989494502544403,
304,914999,,0.3017628788948059
304,914999,0.29895657300949097,
305,917999,,0.300904780626297
305,917999,0.2990257740020752,
306,920999,,0.3013136684894562
306,920999,0.29873397946357727,
307,923999,,0.3001841604709625
307,923999,0.2987322509288788,
308,926999,,0.2996548116207123
308,926999,0.2986917197704315,
309,929999,,0.3012852668762207
309,929999,0.29870378971099854,
310,932999,,0.303606241941452
310,932999,0.2986510694026947,
311,935999,,0.29994696378707886
311,935999,0.29849252104759216,
312,938999,,0.2996339797973633
312,938999,0.2983679473400116,
313,941999,,0.3001026213169098
313,941999,0.2983000874519348,
314,944999,,0.29925236105918884
314,944999,0.29816004633903503,
315,947999,,0.3019281327724457
315,947999,0.2982389032840729,
316,950999,,0.30401498079299927
316,950999,0.2983666658401489,
317,953999,,0.301544725894928
317,953999,0.2982008159160614,
318,956999,,0.29947030544281006
318,956999,0.29801926016807556,
319,959999,,0.29865187406539917
319,959999,0.2979053556919098,
320,962999,,0.3039368689060211
320,962999,0.297913134098053,
321,965999,,0.3005183935165405
321,965999,0.2978779971599579,
322,968999,,0.3024449348449707
322,968999,0.2979332208633423,
323,971999,,0.2999534010887146
323,971999,0.2977777421474457,
324,974999,,0.30071282386779785
324,974999,0.2976953387260437,
325,977999,,0.29903990030288696
325,977999,0.29772984981536865,
326,980999,,0.30030614137649536
326,980999,0.29753050208091736,
327,983999,,0.29942774772644043
327,983999,0.29742875695228577,
328,986999,,0.29947584867477417
328,986999,0.2975367605686188,
329,989999,,0.3014603555202484
329,989999,0.2972981035709381,
330,992999,,0.3007616698741913
330,992999,0.2972770631313324,
331,995999,,0.2997142970561981
331,995999,0.29729825258255005,
332,998999,,0.3002488613128662
332,998999,0.2971336245536804,
333,1001999,,0.29767686128616333
333,1001999,0.29711052775382996,
334,1004999,,0.2985137104988098
334,1004999,0.2970705032348633,
335,1007999,,0.2976815700531006
335,1007999,0.297147661447525,
336,1010999,,0.30041763186454773
336,1010999,0.2972571551799774,
337,1013999,,0.3000326156616211
337,1013999,0.2968955338001251,
338,1016999,,0.2973778545856476
338,1016999,0.2968977391719818,
339,1019999,,0.3006177544593811
339,1019999,0.2968285083770752,
340,1022999,,0.29917100071907043
340,1022999,0.29682308435440063,
341,1025999,,0.2982621490955353
341,1025999,0.2967475354671478,
342,1028999,,0.3059616982936859
342,1028999,0.29658985137939453,
343,1031999,,0.298402339220047
343,1031999,0.2966843247413635,
344,1034999,,0.29904457926750183
344,1034999,0.29659146070480347,
345,1037999,,0.2981750965118408
345,1037999,0.2965862452983856,
346,1040999,,0.29877182841300964
346,1040999,0.29638969898223877,
347,1043999,,0.298237144947052
347,1043999,0.29645487666130066,
348,1046999,,0.29856833815574646
348,1046999,0.2964496612548828,
349,1049999,,0.29958170652389526
349,1049999,0.2963509261608124,
350,1052999,,0.2988866865634918
350,1052999,0.29626592993736267,
351,1055999,,0.2994723618030548
351,1055999,0.29625174403190613,
352,1058999,,0.298836886882782
352,1058999,0.29610612988471985,
353,1061999,,0.30034828186035156
353,1061999,0.2961147427558899,
354,1064999,,0.2999865710735321
354,1064999,0.296066552400589,
355,1067999,,0.2982325851917267
355,1067999,0.2959654629230499,
356,1070999,,0.2976715564727783
356,1070999,0.29593995213508606,
357,1073999,,0.29809698462486267
357,1073999,0.2959320545196533,
358,1076999,,0.2971671223640442
358,1076999,0.29584527015686035,
359,1079999,,0.30036184191703796
359,1079999,0.29578447341918945,
360,1082999,,0.2997303307056427
360,1082999,0.29574379324913025,
361,1085999,,0.300618439912796
361,1085999,0.29564666748046875,
362,1088999,,0.2982156276702881
362,1088999,0.29568958282470703,
363,1091999,,0.2972038984298706
363,1091999,0.29563382267951965,
364,1094999,,0.29843446612358093
364,1094999,0.2956176996231079,
365,1097999,,0.2975616753101349
365,1097999,0.295491486787796,
366,1100999,,0.2978093922138214
366,1100999,0.2953701317310333,
367,1103999,,0.29722845554351807
367,1103999,0.2953835725784302,
368,1106999,,0.29739320278167725
368,1106999,0.29533737897872925,
369,1109999,,0.2973465919494629
369,1109999,0.29528844356536865,
370,1112999,,0.2971346080303192
370,1112999,0.2952330410480499,
371,1115999,,0.29798761010169983
371,1115999,0.295235276222229,
372,1118999,,0.2972779870033264
372,1118999,0.2951188087463379,
373,1121999,,0.29687485098838806
373,1121999,0.2950468063354492,
374,1124999,,0.2980756461620331
374,1124999,0.2950989603996277,
375,1127999,,0.29914766550064087
375,1127999,0.2950032353401184,
376,1130999,,0.2967733144760132
376,1130999,0.29494455456733704,
377,1133999,,0.297640323638916
377,1133999,0.29486167430877686,
378,1136999,,0.29711946845054626
378,1136999,0.2948664426803589,
379,1139999,,0.29763180017471313
379,1139999,0.29485780000686646,
380,1142999,,0.2967988848686218
380,1142999,0.29479023814201355,
381,1145999,,0.2979477345943451
381,1145999,0.2947397828102112,
382,1148999,,0.29736027121543884
382,1148999,0.29467254877090454,
383,1151999,,0.2965364158153534
383,1151999,0.29465097188949585,
384,1154999,,0.29694998264312744
384,1154999,0.29461178183555603,
385,1157999,,0.29719045758247375
385,1157999,0.2946093678474426,
386,1160999,,0.2980159819126129
386,1160999,0.2945100963115692,
387,1163999,,0.29616278409957886
387,1163999,0.2944815456867218,
388,1166999,,0.29603341221809387
388,1166999,0.2943665683269501,
389,1169999,,0.29636040329933167
389,1169999,0.29436707496643066,
390,1172999,,0.29690879583358765
390,1172999,0.2943570017814636,
391,1175999,,0.2974606156349182
391,1175999,0.29426634311676025,
392,1178999,,0.29610052704811096
392,1178999,0.29424700140953064,
393,1181999,,0.29792267084121704
393,1181999,0.2941746115684509,
394,1184999,,0.295607328414917
394,1184999,0.2941809594631195,
395,1187999,,0.29606950283050537
395,1187999,0.2941376864910126,
396,1190999,,0.29721927642822266
396,1190999,0.294156014919281,
397,1193999,,0.29683923721313477
397,1193999,0.2940383851528168,
398,1196999,,0.2972910702228546
398,1196999,0.29398950934410095,
399,1199999,,0.29670941829681396
399,1199999,0.2939387559890747,
400,1202999,,0.2958901822566986
400,1202999,0.29395124316215515,
401,1205999,,0.29695671796798706
401,1205999,0.29391056299209595,
402,1208999,,0.2958550453186035
402,1208999,0.29384681582450867,
403,1211999,,0.2959873676300049
403,1211999,0.2938518822193146,
404,1214999,,0.2958352565765381
404,1214999,0.2938225567340851,
405,1217999,,0.2959562838077545
405,1217999,0.2938244342803955,
406,1220999,,0.2953450381755829
406,1220999,0.29372158646583557,
407,1223999,,0.29602527618408203
407,1223999,0.2937135696411133,
408,1226999,,0.2953900396823883
408,1226999,0.29363614320755005,
409,1229999,,0.2960672378540039
409,1229999,0.2936500906944275,
410,1232999,,0.296436071395874
410,1232999,0.2935139238834381,
411,1235999,,0.2960719168186188
411,1235999,0.29354140162467957,
412,1238999,,0.2965037226676941
412,1238999,0.29347214102745056,
413,1241999,,0.29550084471702576
413,1241999,0.2934795916080475,
414,1244999,,0.29555419087409973
414,1244999,0.2934413254261017,
415,1247999,,0.29556652903556824
415,1247999,0.2933915853500366,
416,1250999,,0.29551035165786743
416,1250999,0.2933575212955475,
417,1253999,,0.29525139927864075
417,1253999,0.29329627752304077,
418,1256999,,0.2958754599094391
418,1256999,0.29329267144203186,
419,1259999,,0.2955189645290375
419,1259999,0.29326602816581726,
420,1262999,,0.2954370677471161
420,1262999,0.29323452711105347,
421,1265999,,0.29543811082839966
421,1265999,0.2931828498840332,
422,1268999,,0.2958511710166931
422,1268999,0.29312971234321594,
423,1271999,,0.2952640652656555
423,1271999,0.29312682151794434,
424,1274999,,0.29574307799339294
424,1274999,0.2930740714073181,
425,1277999,,0.29561978578567505
425,1277999,0.2930726706981659,
426,1280999,,0.2950325906276703
426,1280999,0.2930587828159332,
427,1283999,,0.29571864008903503
427,1283999,0.29300379753112793,
428,1286999,,0.2952306866645813
428,1286999,0.29294925928115845,
429,1289999,,0.29559993743896484
429,1289999,0.2929404377937317,
430,1292999,,0.29519397020339966
430,1292999,0.29289838671684265,
431,1295999,,0.29564768075942993
431,1295999,0.2928893566131592,
432,1298999,,0.2950322926044464
432,1298999,0.292868435382843,
433,1301999,,0.29499155282974243
433,1301999,0.2928217649459839,
434,1304999,,0.29507505893707275
434,1304999,0.29278478026390076,
435,1307999,,0.29503175616264343
435,1307999,0.2927796542644501,
436,1310999,,0.2955215871334076
436,1310999,0.29273495078086853,
437,1313999,,0.2955239415168762
437,1313999,0.29273587465286255,
438,1316999,,0.29476404190063477
438,1316999,0.2926868200302124,
439,1319999,,0.29512819647789
439,1319999,0.2926572561264038,
440,1322999,,0.29510021209716797
440,1322999,0.2926233112812042,
441,1325999,,0.2948741018772125
441,1325999,0.2926047146320343,
442,1328999,,0.29509618878364563
442,1328999,0.29257187247276306,
443,1331999,,0.29484185576438904
443,1331999,0.2925699055194855,
444,1334999,,0.2951473891735077
444,1334999,0.2925240993499756,
445,1337999,,0.29526060819625854
445,1337999,0.29250839352607727,
446,1340999,,0.29467764496803284
446,1340999,0.29250165820121765,
447,1343999,,0.2949898838996887
447,1343999,0.2924850583076477,
448,1346999,,0.2947230041027069
448,1346999,0.29243311285972595,
449,1349999,,0.2948409616947174
449,1349999,0.2924253046512604,
450,1352999,,0.2949713170528412
450,1352999,0.29241588711738586,
451,1355999,,0.29478561878204346
451,1355999,0.29239925742149353,
452,1358999,,0.29477331042289734
452,1358999,0.29237547516822815,
453,1361999,,0.2944691777229309
453,1361999,0.29234352707862854,
454,1364999,,0.2946324050426483
454,1364999,0.2923281192779541,
455,1367999,,0.2946564555168152
455,1367999,0.29230380058288574,
456,1370999,,0.294589638710022
456,1370999,0.2922816574573517,
457,1373999,,0.29481321573257446
457,1373999,0.2922872006893158,
458,1376999,,0.2948142886161804
458,1376999,0.29224732518196106,
