,BO,CMA-ES,GA,Islands (GA),L-BFGS-B,LLM (v3),OpenEvolve,Shinka
0.16080402010050251,0.5568181818181818,0.7368421052631579,0.4861111111111111,0.0,0.18571428571428572,0.3373493975903614,0.07407407407407407,0.15
0.1658291457286432,0.5568181818181818,0.7368421052631579,0.4861111111111111,0.0,0.18571428571428572,0.3373493975903614,0.07407407407407407,0.15
0.1708542713567839,0.5681818181818182,0.7368421052631579,0.4861111111111111,0.0,0.18571428571428572,0.3373493975903614,0.07407407407407407,0.15
0.17587939698492464,0.5681818181818182,0.7368421052631579,0.5,0.0,0.18571428571428572,0.3373493975903614,0.07407407407407407,0.15
0.18090452261306533,0.5681818181818182,0.7368421052631579,0.5,0.0,0.18571428571428572,0.3493975903614458,0.07407407407407407,0.15
0.18592964824120603,0.5795454545454546,0.7368421052631579,0.5,0.0,0.18571428571428572,0.3493975903614458,0.07407407407407407,0.15
0.19095477386934673,0.5795454545454546,0.7368421052631579,0.5,0.0,0.18571428571428572,0.3493975903614458,0.07407407407407407,0.15
0.19597989949748745,0.5795454545454546,0.7368421052631579,0.5,0.0,0.18571428571428572,0.3493975903614458,0.07407407407407407,0.15
0.20100502512562815,0.5909090909090909,0.7368421052631579,0.5,0.0,0.18571428571428572,0.3493975903614458,0.07407407407407407,0.15
0.20603015075376885,0.5909090909090909,0.7368421052631579,0.5,0.0,0.18571428571428572,0.3493975903614458,0.07407407407407407,0.15
0.21105527638190955,0.5909090909090909,0.7368421052631579,0.5,0.0,0.18571428571428572,0.3493975903614458,0.07407407407407407,0.15
0.21608040201005024,0.6022727272727273,0.7368421052631579,0.5,0.0,0.18571428571428572,0.3493975903614458,0.07407407407407407,0.15
0.22110552763819097,0.6022727272727273,0.7368421052631579,0.5,0.0,0.18571428571428572,0.3493975903614458,0.07407407407407407,0.15
0.22613065326633167,0.6022727272727273,0.7368421052631579,0.5,0.0,0.18571428571428572,0.3493975903614458,0.07407407407407407,0.15
0.23115577889447236,0.6022727272727273,0.7368421052631579,0.5,0.0,0.18571428571428572,0.3493975903614458,0.07407407407407407,0.15
0.23618090452261306,0.6022727272727273,0.7368421052631579,0.5,0.0,0.2,0.3493975903614458,0.07407407407407407,0.15
0.24120603015075376,0.6022727272727273,0.7368421052631579,0.5,0.0,0.2,0.3493975903614458,0.07407407407407407,0.15
0.24623115577889448,0.6022727272727273,0.7368421052631579,0.5,0.0,0.2,0.3493975903614458,0.07407407407407407,0.15
0.25125628140703515,0.6022727272727273,0.7368421052631579,0.5,0.0,0.2,0.3493975903614458,0.07407407407407407,0.15
0.2562814070351759,0.6136363636363636,0.7368421052631579,0.5,0.0,0.21428571428571427,0.3493975903614458,0.07407407407407407,0.15
0.2613065326633166,0.6136363636363636,0.7368421052631579,0.5,0.0,0.21428571428571427,0.3493975903614458,0.07407407407407407,0.15
0.2663316582914573,0.6136363636363636,0.7368421052631579,0.5,0.0,0.21428571428571427,0.3493975903614458,0.07407407407407407,0.15
0.271356783919598,0.6136363636363636,0.7368421052631579,0.5,0.0,0.21428571428571427,0.3493975903614458,0.07407407407407407,0.15
0.2763819095477387,0.6136363636363636,0.7368421052631579,0.5,0.0,0.21428571428571427,0.3493975903614458,0.07407407407407407,0.15
0.2814070351758794,0.6136363636363636,0.7368421052631579,0.5,0.0,0.21428571428571427,0.3493975903614458,0.07407407407407407,0.15
0.2864321608040201,0.6136363636363636,0.7368421052631579,0.5,0.0,0.21428571428571427,0.3493975903614458,0.07407407407407407,0.15
0.2914572864321608,0.6136363636363636,0.7368421052631579,0.5,0.0,0.21428571428571427,0.3493975903614458,0.07407407407407407,0.15
0.2964824120603015,0.6136363636363636,0.7368421052631579,0.5,0.0,0.21428571428571427,0.3493975903614458,0.07407407407407407,0.15
0.30150753768844224,0.6136363636363636,0.7368421052631579,0.5,0.0,0.21428571428571427,0.3493975903614458,0.07407407407407407,0.15
0.3065326633165829,0.6136363636363636,0.7368421052631579,0.5,0.0,0.21428571428571427,0.3493975903614458,0.07407407407407407,0.15
0.31155778894472363,0.6136363636363636,0.7368421052631579,0.5,0.0,0.21428571428571427,0.3493975903614458,0.07407407407407407,0.15
0.3165829145728643,0.6136363636363636,0.7368421052631579,0.5,0.0,0.21428571428571427,0.3493975903614458,0.07407407407407407,0.15
0.32160804020100503,0.6136363636363636,0.7368421052631579,0.5,0.0,0.21428571428571427,0.3493975903614458,0.07407407407407407,0.15
0.32663316582914576,0.6136363636363636,0.7368421052631579,0.5,0.0,0.21428571428571427,0.3493975903614458,0.07407407407407407,0.15
0.3316582914572864,0.6136363636363636,0.7368421052631579,0.5,0.0,0.21428571428571427,0.3493975903614458,0.07407407407407407,0.15
0.33668341708542715,0.6136363636363636,0.7368421052631579,0.5,0.0,0.21428571428571427,0.3493975903614458,0.07407407407407407,0.15
0.3417085427135678,0.6136363636363636,0.7368421052631579,0.5,0.0,0.21428571428571427,0.3493975903614458,0.07407407407407407,0.15
0.34673366834170855,0.6136363636363636,0.7368421052631579,0.5,0.0,0.22857142857142856,0.3493975903614458,0.07407407407407407,0.15
0.35175879396984927,0.6136363636363636,0.7368421052631579,0.5,0.0,0.22857142857142856,0.3493975903614458,0.07407407407407407,0.15
0.35678391959798994,0.6136363636363636,0.7368421052631579,0.5,0.0,0.22857142857142856,0.3493975903614458,0.07407407407407407,0.15
0.36180904522613067,0.6136363636363636,0.7368421052631579,0.5,0.0,0.22857142857142856,0.3493975903614458,0.09259259259259259,0.15
0.36683417085427134,0.6136363636363636,0.7368421052631579,0.5,0.0,0.22857142857142856,0.3493975903614458,0.09259259259259259,0.15
0.37185929648241206,0.6136363636363636,0.7368421052631579,0.5,0.0,0.22857142857142856,0.3493975903614458,0.1111111111111111,0.15
0.3768844221105528,0.6136363636363636,0.7368421052631579,0.5,0.0,0.22857142857142856,0.3493975903614458,0.1111111111111111,0.175
0.38190954773869346,0.6136363636363636,0.7368421052631579,0.5,0.0,0.22857142857142856,0.3493975903614458,0.1111111111111111,0.175
0.3869346733668342,0.6136363636363636,0.7368421052631579,0.5,0.0,0.22857142857142856,0.3493975903614458,0.1111111111111111,0.175
0.3919597989949749,0.6136363636363636,0.7368421052631579,0.5,0.0,0.22857142857142856,0.3493975903614458,0.1111111111111111,0.175
0.3969849246231156,0.6136363636363636,0.7368421052631579,0.5,0.0,0.2571428571428571,0.3493975903614458,0.1111111111111111,0.175
0.4020100502512563,0.6136363636363636,0.7368421052631579,0.5,0.0,0.2714285714285714,0.3493975903614458,0.1111111111111111,0.175
0.40703517587939697,0.6136363636363636,0.7368421052631579,0.5,0.0,0.2714285714285714,0.3614457831325301,0.1111111111111111,0.175
0.4120603015075377,0.6136363636363636,0.7368421052631579,0.5,0.0,0.2714285714285714,0.3614457831325301,0.1111111111111111,0.175
0.4170854271356784,0.6136363636363636,0.7368421052631579,0.5,0.0,0.2714285714285714,0.3614457831325301,0.1111111111111111,0.175
0.4221105527638191,0.6136363636363636,0.7368421052631579,0.5,0.0,0.2714285714285714,0.3614457831325301,0.1111111111111111,0.175
0.4271356783919598,0.6136363636363636,0.7368421052631579,0.5138888888888888,0.0,0.2857142857142857,0.3614457831325301,0.1111111111111111,0.175
0.4321608040201005,0.6136363636363636,0.7368421052631579,0.5138888888888888,0.0,0.2857142857142857,0.3614457831325301,0.1111111111111111,0.175
0.4371859296482412,0.6136363636363636,0.7368421052631579,0.5138888888888888,0.0,0.2857142857142857,0.3614457831325301,0.12962962962962962,0.175
0.44221105527638194,0.6136363636363636,0.7368421052631579,0.5138888888888888,0.0,0.3,0.3614457831325301,0.12962962962962962,0.175
0.4472361809045226,0.6136363636363636,0.7368421052631579,0.5138888888888888,0.0,0.3,0.3614457831325301,0.12962962962962962,0.175
0.45226130653266333,0.6136363636363636,0.7368421052631579,0.5138888888888888,0.0,0.3,0.3614457831325301,0.12962962962962962,0.175
0.457286432160804,0.6136363636363636,0.7368421052631579,0.5138888888888888,0.0,0.3,0.3614457831325301,0.12962962962962962,0.175
0.4623115577889447,0.6136363636363636,0.7368421052631579,0.5138888888888888,0.0,0.3,0.3614457831325301,0.12962962962962962,0.175
0.46733668341708545,0.6136363636363636,0.7368421052631579,0.5138888888888888,0.0,0.3,0.3614457831325301,0.12962962962962962,0.175
0.4723618090452261,0.6136363636363636,0.7368421052631579,0.5138888888888888,0.0,0.3,0.3614457831325301,0.12962962962962962,0.175
0.47738693467336685,0.6136363636363636,0.7368421052631579,0.5138888888888888,0.0,0.3,0.3614457831325301,0.12962962962962962,0.175
0.4824120603015075,0.6136363636363636,0.7368421052631579,0.5138888888888888,0.0,0.3,0.3614457831325301,0.12962962962962962,0.175
0.48743718592964824,0.6136363636363636,0.7368421052631579,0.5138888888888888,0.0,0.3,0.37349397590361444,0.12962962962962962,0.175
0.49246231155778897,0.6136363636363636,0.7368421052631579,0.5138888888888888,0.0,0.3,0.37349397590361444,0.12962962962962962,0.175
0.49748743718592964,0.6136363636363636,0.7368421052631579,0.5138888888888888,0.0,0.3142857142857143,0.37349397590361444,0.12962962962962962,0.175
0.5025125628140703,0.6136363636363636,0.7368421052631579,0.5138888888888888,0.0,0.3142857142857143,0.37349397590361444,0.12962962962962962,0.175
0.507537688442211,0.6136363636363636,0.7368421052631579,0.5138888888888888,0.0,0.3142857142857143,0.37349397590361444,0.12962962962962962,0.175
0.5125628140703518,0.6136363636363636,0.7368421052631579,0.5138888888888888,0.0,0.3142857142857143,0.37349397590361444,0.12962962962962962,0.175
0.5175879396984925,0.6136363636363636,0.7368421052631579,0.5138888888888888,0.0,0.3142857142857143,0.37349397590361444,0.12962962962962962,0.175
0.5226130653266332,0.6136363636363636,0.7368421052631579,0.5138888888888888,0.0,0.3142857142857143,0.37349397590361444,0.14814814814814814,0.175
0.5276381909547738,0.6136363636363636,0.7368421052631579,0.5138888888888888,0.0,0.3142857142857143,0.37349397590361444,0.14814814814814814,0.175
0.5326633165829145,0.6136363636363636,0.7368421052631579,0.5138888888888888,0.0,0.3142857142857143,0.3855421686746988,0.14814814814814814,0.175
0.5376884422110553,0.6136363636363636,0.7368421052631579,0.5138888888888888,0.0,0.3142857142857143,0.3855421686746988,0.14814814814814814,0.175
0.542713567839196,0.6136363636363636,0.7368421052631579,0.5138888888888888,0.0,0.3142857142857143,0.3855421686746988,0.14814814814814814,0.175
0.5477386934673367,0.6136363636363636,0.7368421052631579,0.5138888888888888,0.0,0.3142857142857143,0.3855421686746988,0.14814814814814814,0.175
0.5527638190954774,0.6136363636363636,0.7368421052631579,0.5138888888888888,0.0,0.3142857142857143,0.3855421686746988,0.14814814814814814,0.175
0.5577889447236181,0.6136363636363636,0.7368421052631579,0.5138888888888888,0.0,0.3142857142857143,0.3855421686746988,0.14814814814814814,0.175
0.5628140703517588,0.6136363636363636,0.7368421052631579,0.5138888888888888,0.0,0.3142857142857143,0.3855421686746988,0.16666666666666666,0.2
0.5678391959798995,0.6136363636363636,0.7368421052631579,0.5138888888888888,0.0,0.3142857142857143,0.3855421686746988,0.16666666666666666,0.2
0.5728643216080402,0.6136363636363636,0.7368421052631579,0.5138888888888888,0.0,0.3142857142857143,0.3855421686746988,0.16666666666666666,0.2
0.577889447236181,0.6136363636363636,0.7368421052631579,0.5138888888888888,0.0,0.3142857142857143,0.39759036144578314,0.16666666666666666,0.2
0.5829145728643216,0.6136363636363636,0.7368421052631579,0.5138888888888888,0.0,0.3142857142857143,0.39759036144578314,0.16666666666666666,0.2
0.5879396984924623,0.6136363636363636,0.7368421052631579,0.5277777777777778,0.0,0.3142857142857143,0.39759036144578314,0.16666666666666666,0.2
0.592964824120603,0.6136363636363636,0.7368421052631579,0.5277777777777778,0.0,0.32857142857142857,0.39759036144578314,0.16666666666666666,0.2
0.5979899497487438,0.6136363636363636,0.7368421052631579,0.5416666666666666,0.0,0.32857142857142857,0.39759036144578314,0.16666666666666666,0.2
0.6030150753768845,0.6136363636363636,0.7368421052631579,0.5416666666666666,0.0,0.32857142857142857,0.39759036144578314,0.16666666666666666,0.2
0.6080402010050251,0.6136363636363636,0.7368421052631579,0.5416666666666666,0.0,0.32857142857142857,0.39759036144578314,0.18518518518518517,0.2
0.6130653266331658,0.6136363636363636,0.7368421052631579,0.5416666666666666,0.0,0.32857142857142857,0.39759036144578314,0.18518518518518517,0.2
0.6180904522613065,0.6136363636363636,0.7368421052631579,0.5416666666666666,0.0,0.32857142857142857,0.39759036144578314,0.18518518518518517,0.225
0.6231155778894473,0.6136363636363636,0.7368421052631579,0.5416666666666666,0.0,0.34285714285714286,0.39759036144578314,0.18518518518518517,0.25
0.628140703517588,0.6136363636363636,0.7368421052631579,0.5416666666666666,0.0,0.34285714285714286,0.39759036144578314,0.18518518518518517,0.25
0.6331658291457286,0.6136363636363636,0.7368421052631579,0.5416666666666666,0.0,0.34285714285714286,0.39759036144578314,0.18518518518518517,0.25
0.6381909547738693,0.6136363636363636,0.7368421052631579,0.5416666666666666,0.0,0.34285714285714286,0.39759036144578314,0.2037037037037037,0.25
0.6432160804020101,0.6136363636363636,0.7368421052631579,0.5416666666666666,0.0,0.34285714285714286,0.39759036144578314,0.2037037037037037,0.25
0.6482412060301508,0.6136363636363636,0.7368421052631579,0.5416666666666666,0.0,0.34285714285714286,0.39759036144578314,0.2037037037037037,0.25
0.6532663316582915,0.6136363636363636,0.7368421052631579,0.5416666666666666,0.0,0.34285714285714286,0.39759036144578314,0.2037037037037037,0.25
0.6582914572864321,0.6136363636363636,0.7368421052631579,0.5416666666666666,0.0,0.34285714285714286,0.39759036144578314,0.2037037037037037,0.25
0.6633165829145728,0.6136363636363636,0.7368421052631579,0.5416666666666666,0.0,0.34285714285714286,0.39759036144578314,0.2222222222222222,0.275
0.6683417085427136,0.6136363636363636,0.7368421052631579,0.5416666666666666,0.0,0.34285714285714286,0.39759036144578314,0.2222222222222222,0.275
0.6733668341708543,0.6136363636363636,0.7368421052631579,0.5416666666666666,0.0,0.34285714285714286,0.39759036144578314,0.2222222222222222,0.275
0.678391959798995,0.6136363636363636,0.7368421052631579,0.5416666666666666,0.0,0.34285714285714286,0.39759036144578314,0.2222222222222222,0.275
0.6834170854271356,0.6136363636363636,0.7368421052631579,0.5416666666666666,0.0,0.34285714285714286,0.39759036144578314,0.2222222222222222,0.275
0.6884422110552764,0.6136363636363636,0.7368421052631579,0.5416666666666666,0.0,0.34285714285714286,0.39759036144578314,0.2222222222222222,0.275
0.6934673366834171,0.6136363636363636,0.7368421052631579,0.5416666666666666,0.0,0.34285714285714286,0.39759036144578314,0.2222222222222222,0.275
0.6984924623115578,0.6136363636363636,0.7368421052631579,0.5416666666666666,0.0,0.34285714285714286,0.39759036144578314,0.2222222222222222,0.275
0.7035175879396985,0.6136363636363636,0.7368421052631579,0.5416666666666666,0.0,0.34285714285714286,0.39759036144578314,0.2222222222222222,0.275
0.7085427135678392,0.6136363636363636,0.7368421052631579,0.5416666666666666,0.0,0.34285714285714286,0.39759036144578314,0.2222222222222222,0.275
0.7135678391959799,0.6136363636363636,0.7368421052631579,0.5416666666666666,0.0,0.34285714285714286,0.40963855421686746,0.24074074074074073,0.275
0.7185929648241206,0.625,0.7368421052631579,0.5416666666666666,0.0,0.34285714285714286,0.40963855421686746,0.24074074074074073,0.275
0.7236180904522613,0.625,0.7368421052631579,0.5416666666666666,0.0,0.34285714285714286,0.40963855421686746,0.24074074074074073,0.275
0.7286432160804021,0.625,0.7368421052631579,0.5416666666666666,0.0,0.35714285714285715,0.40963855421686746,0.24074074074074073,0.275
0.7336683417085427,0.625,0.7368421052631579,0.5416666666666666,0.0,0.35714285714285715,0.42168674698795183,0.24074074074074073,0.275
0.7386934673366834,0.625,0.7368421052631579,0.5416666666666666,0.0,0.35714285714285715,0.43373493975903615,0.24074074074074073,0.275
0.7437185929648241,0.625,0.7368421052631579,0.5416666666666666,0.0,0.35714285714285715,0.43373493975903615,0.24074074074074073,0.275
0.7487437185929648,0.625,0.7368421052631579,0.5555555555555556,0.0,0.35714285714285715,0.43373493975903615,0.25925925925925924,0.275
0.7537688442211056,0.625,0.7368421052631579,0.5555555555555556,0.0,0.35714285714285715,0.43373493975903615,0.25925925925925924,0.275
0.7587939698492463,0.625,0.7368421052631579,0.5555555555555556,0.0,0.35714285714285715,0.43373493975903615,0.25925925925925924,0.275
0.7638190954773869,0.625,0.7368421052631579,0.5555555555555556,0.0,0.35714285714285715,0.43373493975903615,0.25925925925925924,0.275
0.7688442211055276,0.625,0.7368421052631579,0.5555555555555556,0.0,0.35714285714285715,0.43373493975903615,0.2777777777777778,0.275
0.7738693467336684,0.625,0.7368421052631579,0.5555555555555556,0.0,0.35714285714285715,0.4457831325301205,0.2777777777777778,0.275
0.7788944723618091,0.625,0.7368421052631579,0.5555555555555556,0.0,0.37142857142857144,0.4457831325301205,0.2962962962962963,0.275
0.7839195979899498,0.625,0.7368421052631579,0.5555555555555556,0.0,0.37142857142857144,0.46987951807228917,0.3148148148148148,0.275
0.7889447236180904,0.625,0.7368421052631579,0.5555555555555556,0.0,0.37142857142857144,0.46987951807228917,0.3148148148148148,0.275
0.7939698492462312,0.625,0.7368421052631579,0.5555555555555556,0.0,0.37142857142857144,0.46987951807228917,0.3148148148148148,0.325
0.7989949748743719,0.625,0.7368421052631579,0.5555555555555556,0.0,0.37142857142857144,0.46987951807228917,0.3148148148148148,0.325
0.8040201005025126,0.625,0.7368421052631579,0.5555555555555556,0.0,0.4,0.4819277108433735,0.3148148148148148,0.325
0.8090452261306533,0.625,0.7368421052631579,0.5555555555555556,0.0,0.4,0.4819277108433735,0.3148148148148148,0.325
0.8140703517587939,0.625,0.7368421052631579,0.5555555555555556,0.0,0.4,0.4819277108433735,0.3148148148148148,0.325
0.8190954773869347,0.625,0.7894736842105263,0.5694444444444444,0.0,0.4,0.4819277108433735,0.3148148148148148,0.325
0.8241206030150754,0.625,0.7894736842105263,0.5694444444444444,0.0,0.4,0.4819277108433735,0.3333333333333333,0.325
0.8291457286432161,0.625,0.7894736842105263,0.5833333333333334,0.0,0.4142857142857143,0.4939759036144578,0.3333333333333333,0.35
0.8341708542713568,0.625,0.7894736842105263,0.5833333333333334,0.0,0.4142857142857143,0.4939759036144578,0.3333333333333333,0.35
0.8391959798994975,0.625,0.7894736842105263,0.5833333333333334,0.0,0.4142857142857143,0.4939759036144578,0.3333333333333333,0.35
0.8442211055276382,0.625,0.7894736842105263,0.5833333333333334,0.0,0.4142857142857143,0.4939759036144578,0.3333333333333333,0.35
0.8492462311557789,0.625,0.7894736842105263,0.5833333333333334,0.0,0.42857142857142855,0.4939759036144578,0.3333333333333333,0.375
0.8542713567839196,0.625,0.7894736842105263,0.5833333333333334,0.0,0.44285714285714284,0.5301204819277109,0.37037037037037035,0.375
0.8592964824120604,0.625,0.7894736842105263,0.5833333333333334,0.0,0.44285714285714284,0.5421686746987951,0.37037037037037035,0.375
0.864321608040201,0.625,0.7894736842105263,0.5833333333333334,0.0,0.44285714285714284,0.5421686746987951,0.37037037037037035,0.375
0.8693467336683417,0.625,0.7894736842105263,0.5833333333333334,0.0,0.44285714285714284,0.5421686746987951,0.37037037037037035,0.375
0.8743718592964824,0.625,0.7894736842105263,0.5833333333333334,0.0,0.44285714285714284,0.5542168674698795,0.37037037037037035,0.375
0.8793969849246231,0.625,0.7894736842105263,0.5972222222222222,0.0,0.44285714285714284,0.5542168674698795,0.37037037037037035,0.375
0.8844221105527639,0.625,0.7894736842105263,0.5972222222222222,0.0,0.44285714285714284,0.5542168674698795,0.37037037037037035,0.375
0.8894472361809045,0.625,0.7894736842105263,0.5972222222222222,0.0,0.45714285714285713,0.5542168674698795,0.4074074074074074,0.375
0.8944723618090452,0.6363636363636364,0.8421052631578947,0.6111111111111112,0.0,0.4857142857142857,0.5542168674698795,0.4074074074074074,0.375
0.8994974874371859,0.6363636363636364,0.8421052631578947,0.6111111111111112,0.0,0.5,0.5542168674698795,0.4074074074074074,0.375
0.9045226130653267,0.6363636363636364,0.8421052631578947,0.625,0.0,0.5,0.5542168674698795,0.4074074074074074,0.425
0.9095477386934674,0.6363636363636364,0.8421052631578947,0.625,0.0,0.5,0.5542168674698795,0.4074074074074074,0.45
0.914572864321608,0.6363636363636364,0.8421052631578947,0.6388888888888888,0.0,0.5,0.5662650602409639,0.4074074074074074,0.45
0.9195979899497487,0.6363636363636364,0.8421052631578947,0.6388888888888888,0.0,0.5,0.5783132530120482,0.4074074074074074,0.45
0.9246231155778895,0.6363636363636364,0.8947368421052632,0.6527777777777778,0.0,0.5,0.5783132530120482,0.4444444444444444,0.475
0.9296482412060302,0.6363636363636364,0.8947368421052632,0.6527777777777778,0.0,0.5,0.6024096385542169,0.4444444444444444,0.475
0.9346733668341709,0.6363636363636364,0.8947368421052632,0.6527777777777778,0.0,0.5,0.6144578313253012,0.4444444444444444,0.475
0.9396984924623115,0.6363636363636364,0.8947368421052632,0.6527777777777778,0.0,0.5,0.6144578313253012,0.4444444444444444,0.475
0.9447236180904522,0.6363636363636364,0.8947368421052632,0.6527777777777778,0.0,0.5142857142857142,0.6265060240963856,0.4444444444444444,0.475
0.949748743718593,0.6363636363636364,0.8947368421052632,0.6666666666666666,0.0,0.5142857142857142,0.6265060240963856,0.46296296296296297,0.475
0.9547738693467337,0.6363636363636364,0.8947368421052632,0.6666666666666666,0.0,0.5142857142857142,0.6265060240963856,0.46296296296296297,0.5
0.9597989949748744,0.6363636363636364,0.8947368421052632,0.6666666666666666,0.0,0.5142857142857142,0.6265060240963856,0.46296296296296297,0.5
0.964824120603015,0.6363636363636364,0.8947368421052632,0.6666666666666666,0.0,0.5142857142857142,0.6265060240963856,0.46296296296296297,0.5
0.9698492462311558,0.6363636363636364,0.8947368421052632,0.6805555555555556,0.0,0.5142857142857142,0.6385542168674698,0.48148148148148145,0.5
0.9748743718592965,0.6363636363636364,0.8947368421052632,0.6805555555555556,0.0,0.5142857142857142,0.6506024096385542,0.48148148148148145,0.5
0.9798994974874372,0.6477272727272727,0.8947368421052632,0.6805555555555556,0.0,0.5142857142857142,0.6626506024096386,0.48148148148148145,0.525
0.9849246231155779,0.6477272727272727,0.8947368421052632,0.6805555555555556,0.0,0.5142857142857142,0.6867469879518072,0.48148148148148145,0.525
0.9899497487437187,0.6477272727272727,0.8947368421052632,0.6805555555555556,0.0,0.5142857142857142,0.6987951807228916,0.48148148148148145,0.525
0.9949748743718593,0.6590909090909091,0.9473684210526315,0.6944444444444444,0.0,0.5142857142857142,0.6987951807228916,0.5185185185185185,0.55
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
