eval,n_active,mean_best,median_best,p25_best,p75_best,min_best,max_best
561.0,4,0.13594349,0.13412728,0.12873444,0.14133634,0.12084647,0.15467294
571.0,4,0.13594349,0.13412728,0.12873444,0.14133634,0.12084647,0.15467294
581.0,4,0.12928629,0.12970395,0.12624472,0.13274552,0.12084647,0.13689081
591.1,4,0.12928629,0.12970395,0.12624472,0.13274552,0.12084647,0.13689081
601.1,4,0.12928629,0.12970395,0.12624472,0.13274552,0.12084647,0.13689081
611.1,4,0.12928629,0.12970395,0.12624472,0.13274552,0.12084647,0.13689081
621.1,4,0.12928629,0.12970395,0.12624472,0.13274552,0.12084647,0.13689081
631.1,4,0.12928629,0.12970395,0.12624472,0.13274552,0.12084647,0.13689081
641.2,4,0.12928629,0.12970395,0.12624472,0.13274552,0.12084647,0.13689081
651.2,4,0.12928629,0.12970395,0.12624472,0.13274552,0.12084647,0.13689081
661.2,4,0.12928629,0.12970395,0.12624472,0.13274552,0.12084647,0.13689081
671.2,4,0.12928629,0.12970395,0.12624472,0.13274552,0.12084647,0.13689081
681.2,4,0.12928629,0.12970395,0.12624472,0.13274552,0.12084647,0.13689081
691.2,4,0.12928629,0.12970395,0.12624472,0.13274552,0.12084647,0.13689081
701.3,4,0.12919859,0.12956023,0.12601330,0.13274552,0.12078310,0.13689081
711.3,4,0.12919859,0.12956023,0.12601330,0.13274552,0.12078310,0.13689081
721.3,4,0.12919859,0.12956023,0.12601330,0.13274552,0.12078310,0.13689081
731.3,4,0.12918978,0.12956023,0.12600449,0.13274552,0.12074785,0.13689081
741.3,4,0.12901444,0.12920955,0.12547847,0.13274552,0.12074785,0.13689081
751.4,4,0.12866586,0.12851239,0.12443273,0.13274552,0.12074785,0.13689081
761.4,4,0.12866586,0.12851239,0.12443273,0.13274552,0.12074785,0.13689081
771.4,4,0.12866586,0.12851239,0.12443273,0.13274552,0.12074785,0.13689081
781.4,4,0.12866586,0.12851239,0.12443273,0.13274552,0.12074785,0.13689081
791.4,4,0.12866586,0.12851239,0.12443273,0.13274552,0.12074785,0.13689081
801.4,4,0.12866586,0.12851239,0.12443273,0.13274552,0.12074785,0.13689081
811.5,4,0.12866586,0.12851239,0.12443273,0.13274552,0.12074785,0.13689081
821.5,4,0.12866586,0.12851239,0.12443273,0.13274552,0.12074785,0.13689081
831.5,4,0.12866586,0.12851239,0.12443273,0.13274552,0.12074785,0.13689081
841.5,4,0.12866586,0.12851239,0.12443273,0.13274552,0.12074785,0.13689081
851.5,4,0.12866586,0.12851239,0.12443273,0.13274552,0.12074785,0.13689081
861.6,4,0.12862646,0.12851239,0.12443273,0.13270612,0.12074785,0.13673319
871.6,4,0.12862646,0.12851239,0.12443273,0.13270612,0.12074785,0.13673319
881.6,4,0.12862646,0.12851239,0.12443273,0.13270612,0.12074785,0.13673319
891.6,4,0.12862646,0.12851239,0.12443273,0.13270612,0.12074785,0.13673319
901.6,4,0.12862646,0.12851239,0.12443273,0.13270612,0.12074785,0.13673319
911.6,4,0.12862646,0.12851239,0.12443273,0.13270612,0.12074785,0.13673319
921.7,4,0.12862646,0.12851239,0.12443273,0.13270612,0.12074785,0.13673319
931.7,4,0.12862646,0.12851239,0.12443273,0.13270612,0.12074785,0.13673319
941.7,4,0.12862646,0.12851239,0.12443273,0.13270612,0.12074785,0.13673319
951.7,4,0.12862646,0.12851239,0.12443273,0.13270612,0.12074785,0.13673319
961.7,4,0.12862646,0.12851239,0.12443273,0.13270612,0.12074785,0.13673319
971.7,4,0.12862646,0.12851239,0.12443273,0.13270612,0.12074785,0.13673319
981.8,4,0.12862646,0.12851239,0.12443273,0.13270612,0.12074785,0.13673319
991.8,4,0.12862646,0.12851239,0.12443273,0.13270612,0.12074785,0.13673319
1001.8,4,0.12862646,0.12851239,0.12443273,0.13270612,0.12074785,0.13673319
1011.8,4,0.12862646,0.12851239,0.12443273,0.13270612,0.12074785,0.13673319
1021.8,4,0.12862646,0.12851239,0.12443273,0.13270612,0.12074785,0.13673319
1031.9,4,0.12862091,0.12851239,0.12443273,0.13270057,0.12074785,0.13671099
1041.9,4,0.12861998,0.12851239,0.12443273,0.13269965,0.12074785,0.13670731
1051.9,4,0.12861998,0.12851239,0.12443273,0.13269965,0.12074785,0.13670731
1061.9,4,0.12861998,0.12851239,0.12443273,0.13269965,0.12074785,0.13670731
1071.9,4,0.12861998,0.12851239,0.12443273,0.13269965,0.12074785,0.13670731
1081.9,4,0.12836526,0.12800294,0.12443273,0.13193547,0.12074785,0.13670731
1092.0,4,0.12836526,0.12800294,0.12443273,0.13193547,0.12074785,0.13670731
1102.0,4,0.12836526,0.12800294,0.12443273,0.13193547,0.12074785,0.13670731
1112.0,4,0.12836526,0.12800294,0.12443273,0.13193547,0.12074785,0.13670731
1122.0,4,0.12836526,0.12800294,0.12443273,0.13193547,0.12074785,0.13670731
1132.0,4,0.12836526,0.12800294,0.12443273,0.13193547,0.12074785,0.13670731
1142.1,4,0.12836526,0.12800294,0.12443273,0.13193547,0.12074785,0.13670731
1152.1,4,0.12836526,0.12800294,0.12443273,0.13193547,0.12074785,0.13670731
1162.1,4,0.12836526,0.12800294,0.12443273,0.13193547,0.12074785,0.13670731
1172.1,4,0.12761964,0.12651171,0.12219587,0.13193547,0.12074785,0.13670731
1182.1,4,0.12761964,0.12651171,0.12219587,0.13193547,0.12074785,0.13670731
1192.1,4,0.12701922,0.12531086,0.12219587,0.13013421,0.12074785,0.13670731
1202.2,4,0.12701922,0.12531086,0.12219587,0.13013421,0.12074785,0.13670731
1212.2,4,0.12701922,0.12531086,0.12219587,0.13013421,0.12074785,0.13670731
1222.2,4,0.12701922,0.12531086,0.12219587,0.13013421,0.12074785,0.13670731
1232.2,4,0.12701922,0.12531086,0.12219587,0.13013421,0.12074785,0.13670731
1242.2,4,0.12701922,0.12531086,0.12219587,0.13013421,0.12074785,0.13670731
1252.3,4,0.12701922,0.12531086,0.12219587,0.13013421,0.12074785,0.13670731
1262.3,4,0.12701922,0.12531086,0.12219587,0.13013421,0.12074785,0.13670731
1272.3,4,0.12701922,0.12531086,0.12219587,0.13013421,0.12074785,0.13670731
1282.3,4,0.12701922,0.12531086,0.12219587,0.13013421,0.12074785,0.13670731
1292.3,4,0.12701922,0.12531086,0.12219587,0.13013421,0.12074785,0.13670731
1302.3,4,0.12701922,0.12531086,0.12219587,0.13013421,0.12074785,0.13670731
1312.4,4,0.12701922,0.12531086,0.12219587,0.13013421,0.12074785,0.13670731
1322.4,4,0.12701922,0.12531086,0.12219587,0.13013421,0.12074785,0.13670731
1332.4,4,0.12701922,0.12531086,0.12219587,0.13013421,0.12074785,0.13670731
1342.4,4,0.12701922,0.12531086,0.12219587,0.13013421,0.12074785,0.13670731
1352.4,4,0.12701922,0.12531086,0.12219587,0.13013421,0.12074785,0.13670731
1362.5,4,0.12701922,0.12531086,0.12219587,0.13013421,0.12074785,0.13670731
1372.5,4,0.12701922,0.12531086,0.12219587,0.13013421,0.12074785,0.13670731
1382.5,4,0.12701922,0.12531086,0.12219587,0.13013421,0.12074785,0.13670731
1392.5,4,0.12701922,0.12531086,0.12219587,0.13013421,0.12074785,0.13670731
1402.5,4,0.12701922,0.12531086,0.12219587,0.13013421,0.12074785,0.13670731
1412.5,4,0.12701922,0.12531086,0.12219587,0.13013421,0.12074785,0.13670731
1422.6,4,0.12701922,0.12531086,0.12219587,0.13013421,0.12074785,0.13670731
1432.6,4,0.12701922,0.12531086,0.12219587,0.13013421,0.12074785,0.13670731
1442.6,4,0.12701922,0.12531086,0.12219587,0.13013421,0.12074785,0.13670731
1452.6,4,0.12648772,0.12434551,0.12069903,0.13013421,0.12055256,0.13670731
1462.6,4,0.12648772,0.12434551,0.12069903,0.13013421,0.12055256,0.13670731
1472.7,4,0.12648772,0.12434551,0.12069903,0.13013421,0.12055256,0.13670731
1482.7,4,0.12598385,0.12434551,0.12019515,0.13013421,0.11853705,0.13670731
1492.7,4,0.12595548,0.12434551,0.12016678,0.13013421,0.11842357,0.13670731
1502.7,4,0.12595548,0.12434551,0.12016678,0.13013421,0.11842357,0.13670731
1512.7,4,0.12519544,0.12434551,0.11940674,0.13013421,0.11538342,0.13670731
1522.7,4,0.12490490,0.12434551,0.11911620,0.13013421,0.11422126,0.13670731
1532.8,4,0.12490490,0.12434551,0.11911620,0.13013421,0.11422126,0.13670731
1542.8,4,0.12490490,0.12434551,0.11911620,0.13013421,0.11422126,0.13670731
1552.8,4,0.12490490,0.12434551,0.11911620,0.13013421,0.11422126,0.13670731
1562.8,4,0.12490490,0.12434551,0.11911620,0.13013421,0.11422126,0.13670731
1572.8,4,0.12490490,0.12434551,0.11911620,0.13013421,0.11422126,0.13670731
1582.8,4,0.12490490,0.12434551,0.11911620,0.13013421,0.11422126,0.13670731
1592.9,4,0.12490490,0.12434551,0.11911620,0.13013421,0.11422126,0.13670731
1602.9,4,0.12490490,0.12434551,0.11911620,0.13013421,0.11422126,0.13670731
1612.9,4,0.12490490,0.12434551,0.11911620,0.13013421,0.11422126,0.13670731
1622.9,4,0.12490490,0.12434551,0.11911620,0.13013421,0.11422126,0.13670731
1632.9,4,0.12490490,0.12434551,0.11911620,0.13013421,0.11422126,0.13670731
1643.0,4,0.12490490,0.12434551,0.11911620,0.13013421,0.11422126,0.13670731
1653.0,4,0.12490490,0.12434551,0.11911620,0.13013421,0.11422126,0.13670731
1663.0,4,0.12490490,0.12434551,0.11911620,0.13013421,0.11422126,0.13670731
1673.0,4,0.12490490,0.12434551,0.11911620,0.13013421,0.11422126,0.13670731
1683.0,4,0.12490490,0.12434551,0.11911620,0.13013421,0.11422126,0.13670731
1693.0,4,0.12490490,0.12434551,0.11911620,0.13013421,0.11422126,0.13670731
1703.1,4,0.12490490,0.12434551,0.11911620,0.13013421,0.11422126,0.13670731
1713.1,4,0.12471573,0.12396717,0.11911620,0.12956670,0.11422126,0.13670731
1723.1,4,0.12471573,0.12396717,0.11911620,0.12956670,0.11422126,0.13670731
1733.1,4,0.12471573,0.12396717,0.11911620,0.12956670,0.11422126,0.13670731
1743.1,4,0.12471573,0.12396717,0.11911620,0.12956670,0.11422126,0.13670731
1753.2,4,0.12471573,0.12396717,0.11911620,0.12956670,0.11422126,0.13670731
1763.2,4,0.12471573,0.12396717,0.11911620,0.12956670,0.11422126,0.13670731
1773.2,4,0.12471573,0.12396717,0.11911620,0.12956670,0.11422126,0.13670731
1783.2,4,0.12471573,0.12396717,0.11911620,0.12956670,0.11422126,0.13670731
1793.2,4,0.12471573,0.12396717,0.11911620,0.12956670,0.11422126,0.13670731
1803.2,4,0.12471573,0.12396717,0.11911620,0.12956670,0.11422126,0.13670731
1813.3,4,0.12431380,0.12396717,0.11911620,0.12916477,0.11422126,0.13509961
1823.3,4,0.12431380,0.12396717,0.11911620,0.12916477,0.11422126,0.13509961
1833.3,4,0.12413331,0.12396717,0.11911620,0.12898428,0.11422126,0.13437765
1843.3,4,0.12413331,0.12396717,0.11911620,0.12898428,0.11422126,0.13437765
1853.3,4,0.12413331,0.12396717,0.11911620,0.12898428,0.11422126,0.13437765
1863.4,4,0.12413331,0.12396717,0.11911620,0.12898428,0.11422126,0.13437765
1873.4,4,0.12413331,0.12396717,0.11911620,0.12898428,0.11422126,0.13437765
1883.4,4,0.12413331,0.12396717,0.11911620,0.12898428,0.11422126,0.13437765
1893.4,4,0.12330597,0.12344247,0.11855121,0.12819724,0.11196127,0.13437765
1903.4,4,0.12330597,0.12344247,0.11855121,0.12819724,0.11196127,0.13437765
1913.4,4,0.12330597,0.12344247,0.11855121,0.12819724,0.11196127,0.13437765
1923.5,4,0.12325351,0.12344247,0.11849875,0.12819724,0.11175145,0.13437765
1933.5,4,0.12325351,0.12344247,0.11849875,0.12819724,0.11175145,0.13437765
1943.5,4,0.12325351,0.12344247,0.11849875,0.12819724,0.11175145,0.13437765
1953.5,4,0.12325351,0.12344247,0.11849875,0.12819724,0.11175145,0.13437765
1963.5,4,0.12325351,0.12344247,0.11849875,0.12819724,0.11175145,0.13437765
1973.6,4,0.12325351,0.12344247,0.11849875,0.12819724,0.11175145,0.13437765
1983.6,4,0.12325351,0.12344247,0.11849875,0.12819724,0.11175145,0.13437765
1993.6,4,0.12325351,0.12344247,0.11849875,0.12819724,0.11175145,0.13437765
2003.6,4,0.12325351,0.12344247,0.11849875,0.12819724,0.11175145,0.13437765
2013.6,4,0.12325351,0.12344247,0.11849875,0.12819724,0.11175145,0.13437765
2023.6,4,0.12325351,0.12344247,0.11849875,0.12819724,0.11175145,0.13437765
2033.7,4,0.12325351,0.12344247,0.11849875,0.12819724,0.11175145,0.13437765
2043.7,4,0.12325351,0.12344247,0.11849875,0.12819724,0.11175145,0.13437765
2053.7,4,0.12325351,0.12344247,0.11849875,0.12819724,0.11175145,0.13437765
2063.7,4,0.12325351,0.12344247,0.11849875,0.12819724,0.11175145,0.13437765
2073.7,4,0.12325351,0.12344247,0.11849875,0.12819724,0.11175145,0.13437765
2083.8,4,0.12325351,0.12344247,0.11849875,0.12819724,0.11175145,0.13437765
2093.8,4,0.12325351,0.12344247,0.11849875,0.12819724,0.11175145,0.13437765
2103.8,4,0.12201277,0.12096099,0.11849875,0.12447501,0.11175145,0.13437765
2113.8,4,0.11820084,0.11993890,0.11728532,0.12085442,0.11175145,0.12117413
2123.8,4,0.11811954,0.11977629,0.11704141,0.12085442,0.11175145,0.12117413
2133.8,4,0.11811954,0.11977629,0.11704141,0.12085442,0.11175145,0.12117413
2143.9,4,0.11811954,0.11977629,0.11704141,0.12085442,0.11175145,0.12117413
2153.9,4,0.11691134,0.11757303,0.11519387,0.11929051,0.11175145,0.12074785
2163.9,4,0.11674308,0.11723650,0.11468907,0.11929051,0.11175145,0.12074785
2173.9,4,0.11674308,0.11723650,0.11468907,0.11929051,0.11175145,0.12074785
2183.9,4,0.11674308,0.11723650,0.11468907,0.11929051,0.11175145,0.12074785
2193.9,4,0.11674308,0.11723650,0.11468907,0.11929051,0.11175145,0.12074785
2204.0,4,0.11674308,0.11723650,0.11468907,0.11929051,0.11175145,0.12074785
2214.0,4,0.11674308,0.11723650,0.11468907,0.11929051,0.11175145,0.12074785
2224.0,4,0.11674308,0.11723650,0.11468907,0.11929051,0.11175145,0.12074785
2234.0,4,0.11658433,0.11691900,0.11468907,0.11881426,0.11175145,0.12074785
2244.0,4,0.11658433,0.11691900,0.11468907,0.11881426,0.11175145,0.12074785
2254.1,4,0.11658433,0.11691900,0.11468907,0.11881426,0.11175145,0.12074785
2264.1,4,0.11658433,0.11691900,0.11468907,0.11881426,0.11175145,0.12074785
2274.1,4,0.11658433,0.11691900,0.11468907,0.11881426,0.11175145,0.12074785
2284.1,4,0.11658433,0.11691900,0.11468907,0.11881426,0.11175145,0.12074785
2294.1,4,0.11658433,0.11691900,0.11468907,0.11881426,0.11175145,0.12074785
2304.1,4,0.11658433,0.11691900,0.11468907,0.11881426,0.11175145,0.12074785
2314.2,4,0.11658433,0.11691900,0.11468907,0.11881426,0.11175145,0.12074785
2324.2,4,0.11658433,0.11691900,0.11468907,0.11881426,0.11175145,0.12074785
2334.2,4,0.11658433,0.11691900,0.11468907,0.11881426,0.11175145,0.12074785
2344.2,4,0.11658433,0.11691900,0.11468907,0.11881426,0.11175145,0.12074785
2354.2,4,0.11658433,0.11691900,0.11468907,0.11881426,0.11175145,0.12074785
2364.3,4,0.11658433,0.11691900,0.11468907,0.11881426,0.11175145,0.12074785
2374.3,4,0.11658433,0.11691900,0.11468907,0.11881426,0.11175145,0.12074785
2384.3,4,0.11658433,0.11691900,0.11468907,0.11881426,0.11175145,0.12074785
2394.3,4,0.11658433,0.11691900,0.11468907,0.11881426,0.11175145,0.12074785
2404.3,4,0.11570820,0.11516676,0.11393679,0.11693817,0.11175145,0.12074785
2414.3,4,0.11570820,0.11516676,0.11393679,0.11693817,0.11175145,0.12074785
2424.4,4,0.11570820,0.11516676,0.11393679,0.11693817,0.11175145,0.12074785
2434.4,4,0.11570820,0.11516676,0.11393679,0.11693817,0.11175145,0.12074785
2444.4,4,0.11570820,0.11516676,0.11393679,0.11693817,0.11175145,0.12074785
2454.4,4,0.11570820,0.11516676,0.11393679,0.11693817,0.11175145,0.12074785
2464.4,4,0.11570820,0.11516676,0.11393679,0.11693817,0.11175145,0.12074785
2474.5,4,0.11541405,0.11457845,0.11305433,0.11693817,0.11175145,0.12074785
2484.5,4,0.11541405,0.11457845,0.11305433,0.11693817,0.11175145,0.12074785
2494.5,4,0.11541405,0.11457845,0.11305433,0.11693817,0.11175145,0.12074785
2504.5,4,0.11541405,0.11457845,0.11305433,0.11693817,0.11175145,0.12074785
2514.5,4,0.11541405,0.11457845,0.11305433,0.11693817,0.11175145,0.12074785
2524.5,4,0.11541405,0.11457845,0.11305433,0.11693817,0.11175145,0.12074785
2534.6,4,0.11372100,0.11370986,0.11049269,0.11693817,0.10671641,0.12074785
2544.6,4,0.11240752,0.11370986,0.10917921,0.11693817,0.10146251,0.12074785
2554.6,4,0.11240752,0.11370986,0.10917921,0.11693817,0.10146251,0.12074785
2564.6,4,0.11124168,0.11370986,0.10801337,0.11693817,0.09679913,0.12074785
2574.6,4,0.11124168,0.11370986,0.10801337,0.11693817,0.09679913,0.12074785
2584.7,4,0.11124168,0.11370986,0.10801337,0.11693817,0.09679913,0.12074785
2594.7,4,0.11124168,0.11370986,0.10801337,0.11693817,0.09679913,0.12074785
2604.7,4,0.11124168,0.11370986,0.10801337,0.11693817,0.09679913,0.12074785
2614.7,4,0.11124168,0.11370986,0.10801337,0.11693817,0.09679913,0.12074785
2624.7,4,0.11124168,0.11370986,0.10801337,0.11693817,0.09679913,0.12074785
2634.7,4,0.11124168,0.11370986,0.10801337,0.11693817,0.09679913,0.12074785
2644.8,4,0.11044353,0.11370986,0.10801337,0.11614002,0.09679913,0.11755526
2654.8,4,0.11044353,0.11370986,0.10801337,0.11614002,0.09679913,0.11755526
2664.8,4,0.11044353,0.11370986,0.10801337,0.11614002,0.09679913,0.11755526
2674.8,4,0.11044353,0.11370986,0.10801337,0.11614002,0.09679913,0.11755526
2684.8,4,0.11044353,0.11370986,0.10801337,0.11614002,0.09679913,0.11755526
2694.9,4,0.11027398,0.11370986,0.10784382,0.11614002,0.09612094,0.11755526
2704.9,4,0.11027398,0.11370986,0.10784382,0.11614002,0.09612094,0.11755526
2714.9,4,0.11027398,0.11370986,0.10784382,0.11614002,0.09612094,0.11755526
2724.9,4,0.11027398,0.11370986,0.10784382,0.11614002,0.09612094,0.11755526
2734.9,4,0.11027398,0.11370986,0.10784382,0.11614002,0.09612094,0.11755526
2744.9,4,0.11027398,0.11370986,0.10784382,0.11614002,0.09612094,0.11755526
2755.0,4,0.11027398,0.11370986,0.10784382,0.11614002,0.09612094,0.11755526
2765.0,4,0.11027398,0.11370986,0.10784382,0.11614002,0.09612094,0.11755526
2775.0,4,0.11027398,0.11370986,0.10784382,0.11614002,0.09612094,0.11755526
2785.0,4,0.11027398,0.11370986,0.10784382,0.11614002,0.09612094,0.11755526
2795.0,4,0.11027398,0.11370986,0.10784382,0.11614002,0.09612094,0.11755526
2805.1,4,0.11027398,0.11370986,0.10784382,0.11614002,0.09612094,0.11755526
2815.1,4,0.11027398,0.11370986,0.10784382,0.11614002,0.09612094,0.11755526
2825.1,4,0.11027398,0.11370986,0.10784382,0.11614002,0.09612094,0.11755526
2835.1,4,0.11027398,0.11370986,0.10784382,0.11614002,0.09612094,0.11755526
2845.1,4,0.11027398,0.11370986,0.10784382,0.11614002,0.09612094,0.11755526
2855.1,4,0.11027398,0.11370986,0.10784382,0.11614002,0.09612094,0.11755526
2865.2,4,0.11027398,0.11370986,0.10784382,0.11614002,0.09612094,0.11755526
2875.2,4,0.11027398,0.11370986,0.10784382,0.11614002,0.09612094,0.11755526
2885.2,4,0.11027398,0.11370986,0.10784382,0.11614002,0.09612094,0.11755526
2895.2,4,0.11027398,0.11370986,0.10784382,0.11614002,0.09612094,0.11755526
2905.2,4,0.11027398,0.11370986,0.10784382,0.11614002,0.09612094,0.11755526
2915.2,4,0.11027398,0.11370986,0.10784382,0.11614002,0.09612094,0.11755526
2925.3,4,0.11027398,0.11370986,0.10784382,0.11614002,0.09612094,0.11755526
2935.3,4,0.11027398,0.11370986,0.10784382,0.11614002,0.09612094,0.11755526
2945.3,4,0.11027398,0.11370986,0.10784382,0.11614002,0.09612094,0.11755526
2955.3,4,0.11027398,0.11370986,0.10784382,0.11614002,0.09612094,0.11755526
2965.3,4,0.10790860,0.10992259,0.10510054,0.11273066,0.09612094,0.11566828
2975.4,4,0.10790860,0.10992259,0.10510054,0.11273066,0.09612094,0.11566828
2985.4,4,0.10790860,0.10992259,0.10510054,0.11273066,0.09612094,0.11566828
2995.4,4,0.10790860,0.10992259,0.10510054,0.11273066,0.09612094,0.11566828
3005.4,4,0.10790860,0.10992259,0.10510054,0.11273066,0.09612094,0.11566828
3015.4,4,0.10790860,0.10992259,0.10510054,0.11273066,0.09612094,0.11566828
3025.4,4,0.10790860,0.10992259,0.10510054,0.11273066,0.09612094,0.11566828
3035.5,4,0.10790860,0.10992259,0.10510054,0.11273066,0.09612094,0.11566828
3045.5,4,0.10790860,0.10992259,0.10510054,0.11273066,0.09612094,0.11566828
3055.5,4,0.10790860,0.10992259,0.10510054,0.11273066,0.09612094,0.11566828
3065.5,4,0.10790860,0.10992259,0.10510054,0.11273066,0.09612094,0.11566828
3075.5,4,0.10790860,0.10992259,0.10510054,0.11273066,0.09612094,0.11566828
3085.6,4,0.10790860,0.10992259,0.10510054,0.11273066,0.09612094,0.11566828
3095.6,4,0.10790860,0.10992259,0.10510054,0.11273066,0.09612094,0.11566828
3105.6,4,0.10790860,0.10992259,0.10510054,0.11273066,0.09612094,0.11566828
3115.6,4,0.10790860,0.10992259,0.10510054,0.11273066,0.09612094,0.11566828
3125.6,4,0.10790860,0.10992259,0.10510054,0.11273066,0.09612094,0.11566828
3135.6,4,0.10790860,0.10992259,0.10510054,0.11273066,0.09612094,0.11566828
3145.7,4,0.10790860,0.10992259,0.10510054,0.11273066,0.09612094,0.11566828
3155.7,4,0.10790860,0.10992259,0.10510054,0.11273066,0.09612094,0.11566828
3165.7,4,0.10790860,0.10992259,0.10510054,0.11273066,0.09612094,0.11566828
3175.7,4,0.10790860,0.10992259,0.10510054,0.11273066,0.09612094,0.11566828
3185.7,4,0.10790860,0.10992259,0.10510054,0.11273066,0.09612094,0.11566828
3195.8,4,0.10790860,0.10992259,0.10510054,0.11273066,0.09612094,0.11566828
3205.8,4,0.10790860,0.10992259,0.10510054,0.11273066,0.09612094,0.11566828
3215.8,4,0.10790860,0.10992259,0.10510054,0.11273066,0.09612094,0.11566828
3225.8,4,0.10790860,0.10992259,0.10510054,0.11273066,0.09612094,0.11566828
3235.8,4,0.10790860,0.10992259,0.10510054,0.11273066,0.09612094,0.11566828
3245.8,4,0.10790860,0.10992259,0.10510054,0.11273066,0.09612094,0.11566828
3255.9,4,0.10777588,0.10965715,0.10510054,0.11233248,0.09612094,0.11566828
