eval,n_active,mean_best,median_best,p25_best,p75_best,min_best,max_best
9498.8,25,0.08765073,0.08452596,0.08358289,0.09081151,0.08031611,0.10725423
9619.1,25,0.08745968,0.08438185,0.08350392,0.09051355,0.08031611,0.10690891
9739.3,25,0.08728939,0.08432639,0.08317621,0.09035379,0.08026111,0.10690891
9859.6,25,0.08712593,0.08411388,0.08289853,0.09023232,0.08021948,0.10662226
9979.8,25,0.08698172,0.08407381,0.08281308,0.09008723,0.08016694,0.10640592
10100.0,25,0.08683497,0.08405693,0.08274002,0.08975014,0.08013152,0.10625517
10220.3,25,0.08671870,0.08401214,0.08267663,0.08964885,0.08011320,0.10625517
10340.5,25,0.08661426,0.08392778,0.08265322,0.08964774,0.08009271,0.10606266
10460.7,25,0.08651002,0.08381234,0.08258359,0.08952706,0.08005511,0.10588332
10581.0,25,0.08642833,0.08374191,0.08252927,0.08944999,0.08003628,0.10588332
10701.2,25,0.08632515,0.08371629,0.08237675,0.08941882,0.07999442,0.10561572
10821.5,25,0.08623748,0.08366640,0.08224444,0.08914565,0.07995161,0.10524730
10941.7,25,0.08615284,0.08355143,0.08217342,0.08909795,0.07994358,0.10497355
11061.9,25,0.08607184,0.08352485,0.08213346,0.08897429,0.07991827,0.10472743
11182.2,25,0.08598832,0.08350070,0.08210477,0.08888388,0.07989390,0.10450074
11302.4,25,0.08593499,0.08345330,0.08210477,0.08882759,0.07988064,0.10420280
11422.7,25,0.08585334,0.08342785,0.08209371,0.08874212,0.07987408,0.10382848
11542.9,25,0.08579057,0.08341225,0.08204034,0.08874212,0.07987408,0.10358981
11663.1,25,0.08573184,0.08337768,0.08199046,0.08864230,0.07987408,0.10349226
11783.4,25,0.08568167,0.08333870,0.08192252,0.08853115,0.07985856,0.10338157
11903.6,25,0.08563824,0.08333558,0.08185053,0.08845370,0.07985378,0.10327956
12023.8,25,0.08555791,0.08333558,0.08176217,0.08812386,0.07983693,0.10301943
12144.1,25,0.08551535,0.08333000,0.08168600,0.08801866,0.07983504,0.10301943
12264.3,25,0.08546189,0.08331583,0.08160026,0.08772121,0.07982768,0.10299097
12384.6,25,0.08540877,0.08331074,0.08154285,0.08768275,0.07981523,0.10295744
12504.8,25,0.08534903,0.08328051,0.08147197,0.08744788,0.07981523,0.10279337
12625.0,25,0.08529212,0.08328051,0.08139488,0.08715237,0.07981066,0.10279337
12745.3,25,0.08524506,0.08326916,0.08133879,0.08700312,0.07981066,0.10273043
12865.5,25,0.08521017,0.08326784,0.08126834,0.08699407,0.07980153,0.10273043
12985.8,25,0.08517731,0.08325858,0.08116015,0.08675146,0.07979432,0.10270063
13106.0,25,0.08513887,0.08323953,0.08107305,0.08675146,0.07979129,0.10257654
13226.2,25,0.08509433,0.08322122,0.08099578,0.08651687,0.07976956,0.10246915
13346.5,25,0.08506132,0.08321969,0.08093233,0.08635014,0.07976956,0.10246915
13466.7,25,0.08502014,0.08319797,0.08085930,0.08606356,0.07975365,0.10242630
13586.9,25,0.08499315,0.08319415,0.08083478,0.08606356,0.07974114,0.10236366
13707.2,25,0.08495679,0.08317769,0.08083478,0.08586234,0.07972973,0.10230008
13827.4,25,0.08491750,0.08316706,0.08083313,0.08572074,0.07972413,0.10220507
13947.7,25,0.08488069,0.08312469,0.08083053,0.08550835,0.07971328,0.10214948
14067.9,25,0.08484780,0.08302558,0.08081547,0.08542427,0.07968715,0.10206532
14188.1,25,0.08481664,0.08296210,0.08081547,0.08531053,0.07967493,0.10203943
14308.4,25,0.08478619,0.08289813,0.08079142,0.08531053,0.07966616,0.10200077
14428.6,25,0.08474652,0.08278705,0.08077045,0.08520872,0.07965329,0.10195675
14548.9,25,0.08470814,0.08271832,0.08074554,0.08507847,0.07965279,0.10185384
14669.1,25,0.08467449,0.08271051,0.08070770,0.08504436,0.07963755,0.10172859
14789.3,25,0.08463706,0.08259674,0.08068071,0.08502682,0.07962856,0.10167627
14909.6,25,0.08460717,0.08241896,0.08064939,0.08502682,0.07962608,0.10163293
15029.8,25,0.08457928,0.08241896,0.08062139,0.08497088,0.07962185,0.10157671
15150.0,25,0.08453765,0.08240729,0.08058301,0.08497088,0.07961634,0.10139347
15270.3,25,0.08450162,0.08232742,0.08054618,0.08495635,0.07960311,0.10132140
15390.5,25,0.08446318,0.08232742,0.08052557,0.08495320,0.07959654,0.10116917
15510.8,25,0.08442958,0.08232742,0.08049542,0.08495320,0.07959654,0.10106551
15631.0,25,0.08440526,0.08232742,0.08047656,0.08495055,0.07959654,0.10100550
15751.2,25,0.08436568,0.08232742,0.08035842,0.08493413,0.07959654,0.10080321
15871.5,25,0.08433403,0.08187462,0.08035540,0.08493413,0.07959654,0.10074059
15991.7,25,0.08431324,0.08184809,0.08033844,0.08493413,0.07959215,0.10060860
16112.0,25,0.08429606,0.08181927,0.08033205,0.08493087,0.07958804,0.10049120
16232.2,25,0.08427586,0.08179704,0.08033076,0.08493087,0.07958699,0.10040729
16352.4,25,0.08426555,0.08175638,0.08033076,0.08493033,0.07958494,0.10035957
16472.7,25,0.08424937,0.08169049,0.08033027,0.08492855,0.07957666,0.10024480
16592.9,25,0.08423404,0.08164123,0.08033027,0.08492678,0.07957666,0.10015265
16713.1,25,0.08421516,0.08159612,0.08032894,0.08492554,0.07957263,0.10004965
16833.4,25,0.08419340,0.08154757,0.08032869,0.08492253,0.07957263,0.09988505
16953.6,25,0.08417479,0.08150202,0.08032799,0.08492028,0.07956820,0.09966880
17073.9,25,0.08416328,0.08145320,0.08032667,0.08491817,0.07956589,0.09957514
17194.1,25,0.08415345,0.08144018,0.08032667,0.08491788,0.07956589,0.09950921
17314.3,25,0.08414428,0.08144018,0.08032632,0.08491493,0.07955333,0.09948558
17434.6,25,0.08413034,0.08143665,0.08032626,0.08491392,0.07955333,0.09939928
17554.8,25,0.08412064,0.08143032,0.08032576,0.08491313,0.07954292,0.09935500
17675.1,25,0.08410752,0.08142069,0.08032576,0.08491313,0.07953167,0.09921919
17795.3,25,0.08409973,0.08142069,0.08032559,0.08490889,0.07953167,0.09918100
17915.5,25,0.08409062,0.08142069,0.08032557,0.08490889,0.07952120,0.09907378
18035.8,25,0.08408075,0.08142069,0.08032486,0.08490361,0.07950749,0.09901133
18156.0,25,0.08406945,0.08142069,0.08032427,0.08490034,0.07949992,0.09891351
18276.2,25,0.08405990,0.08142069,0.08032427,0.08489201,0.07947870,0.09886239
18396.5,25,0.08405098,0.08142049,0.08032404,0.08488984,0.07945840,0.09882859
18516.7,25,0.08404079,0.08142049,0.08032388,0.08488644,0.07945485,0.09872263
18637.0,25,0.08403397,0.08141815,0.08032275,0.08488314,0.07945056,0.09870173
18757.2,25,0.08402299,0.08141815,0.08032275,0.08487741,0.07944270,0.09862230
18877.4,25,0.08401368,0.08141703,0.08032260,0.08487524,0.07944270,0.09853904
18997.7,25,0.08400552,0.08141703,0.08032221,0.08486974,0.07943939,0.09847235
19117.9,25,0.08399333,0.08141703,0.08032206,0.08486602,0.07943431,0.09836600
19238.2,25,0.08399023,0.08141703,0.08032206,0.08485885,0.07943211,0.09836600
19358.4,25,0.08398059,0.08141679,0.08032183,0.08485461,0.07943075,0.09823713
19478.6,25,0.08397469,0.08141679,0.08032156,0.08485011,0.07943075,0.09823713
19598.9,25,0.08396647,0.08141679,0.08032155,0.08484277,0.07943075,0.09819363
19719.1,25,0.08395932,0.08141660,0.08032155,0.08484277,0.07943075,0.09811471
19839.3,25,0.08395245,0.08141625,0.08032155,0.08484187,0.07942831,0.09805219
19959.6,25,0.08394649,0.08141595,0.08032148,0.08483826,0.07942831,0.09800542
20079.8,25,0.08394139,0.08141582,0.08032148,0.08483826,0.07942686,0.09798979
20200.1,25,0.08393493,0.08141548,0.08032148,0.08483715,0.07942658,0.09797010
20320.3,25,0.08392842,0.08141523,0.08032109,0.08482993,0.07942481,0.09794837
20440.5,25,0.08392009,0.08141457,0.08032109,0.08482736,0.07942288,0.09790289
20560.8,25,0.08391367,0.08141445,0.08032109,0.08482519,0.07941999,0.09786853
20681.0,25,0.08390315,0.08141393,0.08032097,0.08482116,0.07941755,0.09783092
20801.3,25,0.08389653,0.08141353,0.08032067,0.08482114,0.07941755,0.09780101
20921.5,25,0.08389026,0.08141323,0.08032067,0.08481825,0.07941319,0.09776641
21041.7,25,0.08388298,0.08141312,0.08030592,0.08481823,0.07941319,0.09771471
21162.0,25,0.08387758,0.08141312,0.08029648,0.08481568,0.07941319,0.09768041
21282.2,25,0.08387197,0.08141288,0.08028805,0.08481380,0.07941319,0.09764830
21402.4,25,0.08386598,0.08141206,0.08027417,0.08481380,0.07941056,0.09759949
21522.7,25,0.08385879,0.08141206,0.08026555,0.08481218,0.07940832,0.09752191
21642.9,25,0.08385389,0.08141205,0.08025499,0.08481218,0.07940691,0.09748213
21763.2,25,0.08384676,0.08141109,0.08024284,0.08481131,0.07940691,0.09741127
21883.4,25,0.08384103,0.08141058,0.08023992,0.08481131,0.07940571,0.09736473
22003.6,25,0.08383260,0.08141004,0.08023900,0.08481131,0.07940571,0.09729237
22123.9,25,0.08382696,0.08140968,0.08023375,0.08481090,0.07940373,0.09724634
22244.1,25,0.08382043,0.08140889,0.08022780,0.08481090,0.07939788,0.09719659
22364.4,25,0.08381291,0.08140869,0.08022185,0.08481090,0.07939783,0.09713477
22484.6,25,0.08380397,0.08140869,0.08022039,0.08481090,0.07939783,0.09708799
22604.8,25,0.08379850,0.08140814,0.08022039,0.08481090,0.07939424,0.09708799
22725.1,25,0.08378600,0.08140747,0.08021688,0.08481090,0.07939424,0.09695435
22845.3,25,0.08377491,0.08140673,0.08021688,0.08481090,0.07939357,0.09686399
22965.5,25,0.08376085,0.08140628,0.08021598,0.08481090,0.07939263,0.09682686
23085.8,25,0.08373994,0.08140549,0.08021372,0.08481052,0.07938986,0.09659057
23206.0,25,0.08372642,0.08140500,0.08020947,0.08481052,0.07938829,0.09659057
23326.3,25,0.08371108,0.08140459,0.08020865,0.08481021,0.07938760,0.09658086
23446.5,25,0.08369698,0.08140393,0.08020865,0.08480983,0.07938718,0.09650639
23566.7,25,0.08368942,0.08140393,0.08020460,0.08480952,0.07938469,0.09650546
23687.0,25,0.08367835,0.08135377,0.08020349,0.08480909,0.07938469,0.09649013
23807.2,25,0.08366975,0.08127186,0.08020244,0.08480901,0.07938329,0.09648540
23927.5,25,0.08366004,0.08123410,0.08020129,0.08480831,0.07938329,0.09646660
24047.7,25,0.08365259,0.08117682,0.08020049,0.08480831,0.07937993,0.09644848
24167.9,25,0.08364262,0.08117674,0.08020024,0.08480795,0.07937993,0.09641629
24288.2,25,0.08363488,0.08117674,0.08019934,0.08480755,0.07937336,0.09640149
24408.4,25,0.08362945,0.08117674,0.08019871,0.08480695,0.07937336,0.09638825
24528.6,25,0.08362517,0.08117674,0.08019784,0.08480644,0.07937252,0.09637870
24648.9,25,0.08362128,0.08117673,0.08019688,0.08480552,0.07936942,0.09634614
24769.1,25,0.08361840,0.08117671,0.08019639,0.08480480,0.07936832,0.09633709
24889.4,25,0.08361460,0.08117671,0.08019624,0.08480389,0.07936380,0.09631277
25009.6,25,0.08360780,0.08117671,0.08019577,0.08480190,0.07936204,0.09630315
25129.8,25,0.08360243,0.08117671,0.08019542,0.08480057,0.07936204,0.09630196
25250.1,25,0.08359676,0.08117671,0.08019433,0.08479916,0.07936032,0.09629798
25370.3,25,0.08358989,0.08117671,0.08019346,0.08479771,0.07935294,0.09629438
25490.6,25,0.08358308,0.08117671,0.08019242,0.08479617,0.07935276,0.09629438
25610.8,25,0.08357782,0.08117664,0.08019212,0.08479434,0.07934747,0.09629331
25731.0,25,0.08356995,0.08117664,0.08018986,0.08469349,0.07934360,0.09629215
25851.3,25,0.08356123,0.08117664,0.08018777,0.08456375,0.07934360,0.09629215
25971.5,25,0.08355406,0.08117664,0.08018589,0.08442003,0.07934360,0.09629215
26091.7,25,0.08354546,0.08117664,0.08018422,0.08430423,0.07934360,0.09629052
26212.0,25,0.08353553,0.08117664,0.08018311,0.08415772,0.07934360,0.09628812
26332.2,25,0.08352300,0.08117661,0.08018174,0.08387978,0.07934360,0.09628781
26452.5,25,0.08351712,0.08117661,0.08018040,0.08381909,0.07934360,0.09628607
26572.7,25,0.08350976,0.08117661,0.08017849,0.08372656,0.07934345,0.09628599
26692.9,25,0.08350261,0.08117661,0.08017651,0.08366369,0.07934264,0.09628534
26813.2,25,0.08349744,0.08117660,0.08017440,0.08360995,0.07934264,0.09628528
26933.4,25,0.08349430,0.08117660,0.08017193,0.08360456,0.07934168,0.09628261
27053.7,25,0.08348996,0.08117660,0.08016950,0.08359544,0.07934168,0.09628084
27173.9,25,0.08348573,0.08117660,0.08016793,0.08358464,0.07934126,0.09627957
27294.1,25,0.08348355,0.08117660,0.08016771,0.08358173,0.07934113,0.09627863
27414.4,25,0.08348158,0.08117660,0.08016753,0.08358173,0.07934113,0.09627837
27534.6,25,0.08347854,0.08117660,0.08016732,0.08357179,0.07934113,0.09627655
27654.8,25,0.08347785,0.08117660,0.08016704,0.08357179,0.07934091,0.09627655
27775.1,25,0.08347584,0.08117660,0.08016679,0.08356241,0.07934071,0.09627646
27895.3,25,0.08347368,0.08117660,0.08016648,0.08356165,0.07934071,0.09627549
28015.6,25,0.08347126,0.08117659,0.08016611,0.08356037,0.07934061,0.09627549
28135.8,25,0.08346871,0.08117659,0.08016579,0.08356037,0.07934061,0.09627471
28256.0,25,0.08346692,0.08117659,0.08016539,0.08355923,0.07934061,0.09627409
28376.3,25,0.08346432,0.08117659,0.08016470,0.08355807,0.07934055,0.09627334
28496.5,25,0.08346271,0.08117649,0.08016406,0.08355807,0.07934055,0.09627253
28616.8,25,0.08346151,0.08117640,0.08016347,0.08355807,0.07934052,0.09627240
28737.0,25,0.08345955,0.08117631,0.08016211,0.08355740,0.07934044,0.09627146
28857.2,25,0.08345803,0.08117618,0.08016081,0.08355538,0.07934035,0.09627023
28977.5,25,0.08345579,0.08117613,0.08015936,0.08355538,0.07934035,0.09626960
29097.7,25,0.08345357,0.08117588,0.08015499,0.08355538,0.07934033,0.09626920
29217.9,25,0.08345211,0.08117580,0.08015249,0.08355501,0.07934019,0.09626790
29338.2,25,0.08344912,0.08117570,0.08015015,0.08355501,0.07934011,0.09626406
29458.4,25,0.08344670,0.08117546,0.08014806,0.08355441,0.07934005,0.09626382
29578.7,25,0.08344355,0.08117516,0.08014501,0.08355174,0.07933967,0.09625802
29698.9,25,0.08343925,0.08117468,0.08014272,0.08355174,0.07933967,0.09625523
29819.1,25,0.08343540,0.08117430,0.08013700,0.08355165,0.07933960,0.09625011
29939.4,25,0.08343107,0.08117382,0.08013226,0.08355128,0.07933953,0.09624434
30059.6,25,0.08342842,0.08117305,0.08012741,0.08355008,0.07933953,0.09624333
30179.9,25,0.08342531,0.08117210,0.08012529,0.08354911,0.07933953,0.09624313
30300.1,25,0.08342277,0.08117113,0.08012231,0.08354911,0.07933953,0.09624313
30420.3,25,0.08341874,0.08116982,0.08012231,0.08354908,0.07933940,0.09624229
30540.6,25,0.08341513,0.08116877,0.08012226,0.08354859,0.07933940,0.09624197
30660.8,25,0.08341216,0.08116717,0.08012192,0.08354789,0.07933940,0.09624117
30781.1,25,0.08341028,0.08116490,0.08012166,0.08354623,0.07933940,0.09624051
30901.3,25,0.08340874,0.08116293,0.08012165,0.08354476,0.07933940,0.09623975
31021.5,25,0.08340602,0.08116024,0.08012085,0.08354452,0.07933940,0.09623938
31141.8,25,0.08340444,0.08115778,0.08012085,0.08354365,0.07933940,0.09623805
31262.0,25,0.08340362,0.08115314,0.08012033,0.08354331,0.07933940,0.09623691
31382.2,25,0.08340294,0.08114829,0.08012033,0.08354306,0.07933939,0.09623525
31502.5,25,0.08340182,0.08114370,0.08011989,0.08354294,0.07933938,0.09623483
31622.7,25,0.08340097,0.08113908,0.08011937,0.08354277,0.07933938,0.09623395
31743.0,25,0.08340015,0.08113375,0.08011920,0.08354185,0.07933936,0.09623301
31863.2,25,0.08339953,0.08113109,0.08011858,0.08354006,0.07933936,0.09623207
31983.4,25,0.08339859,0.08113074,0.08011787,0.08353764,0.07933936,0.09623098
32103.7,25,0.08339745,0.08112943,0.08011738,0.08353603,0.07933936,0.09623046
32223.9,25,0.08339612,0.08112665,0.08011708,0.08353403,0.07933936,0.09623016
32344.2,25,0.08339522,0.08112407,0.08011610,0.08353178,0.07933936,0.09622936
32464.4,25,0.08339418,0.08112155,0.08011526,0.08353038,0.07933936,0.09622898
32584.6,25,0.08339316,0.08111777,0.08011451,0.08352910,0.07933936,0.09622881
32704.9,25,0.08339161,0.08111203,0.08011416,0.08352793,0.07933936,0.09622881
32825.1,25,0.08339113,0.08111203,0.08011359,0.08352664,0.07933935,0.09622881
32945.3,25,0.08339017,0.08111190,0.08011300,0.08352450,0.07933935,0.09622862
33065.6,25,0.08338910,0.08111179,0.08011300,0.08352398,0.07933935,0.09622757
33185.8,25,0.08338732,0.08111179,0.08011277,0.08352261,0.07933935,0.09622753
33306.1,25,0.08338581,0.08111178,0.08011253,0.08351933,0.07933935,0.09622563
33426.3,25,0.08338445,0.08111176,0.08011226,0.08351501,0.07933935,0.09622506
33546.5,25,0.08338300,0.08111170,0.08011204,0.08351326,0.07933935,0.09622506
33666.8,25,0.08338090,0.08111158,0.08011179,0.08351222,0.07933935,0.09622446
33787.0,25,0.08337909,0.08111155,0.08011157,0.08350830,0.07933935,0.09622275
33907.3,25,0.08337771,0.08111149,0.08011115,0.08350218,0.07933935,0.09621414
34027.5,25,0.08337548,0.08111149,0.08011066,0.08349960,0.07933935,0.09620323
34147.7,25,0.08337431,0.08111149,0.08011037,0.08349632,0.07933935,0.09620176
34268.0,25,0.08337311,0.08111149,0.08010975,0.08349001,0.07933935,0.09619691
34388.2,25,0.08337179,0.08111146,0.08010929,0.08348026,0.07933935,0.09619460
34508.4,25,0.08337079,0.08111146,0.08010871,0.08348026,0.07933935,0.09619034
34628.7,25,0.08336904,0.08111146,0.08010871,0.08347570,0.07933935,0.09618330
34748.9,25,0.08336783,0.08111145,0.08010831,0.08347433,0.07933935,0.09618086
34869.2,25,0.08336635,0.08111145,0.08010768,0.08347395,0.07933935,0.09617354
34989.4,25,0.08336556,0.08111145,0.08010681,0.08347071,0.07933935,0.09617354
35109.6,25,0.08336513,0.08111145,0.08010665,0.08346809,0.07933935,0.09617354
35229.9,25,0.08336483,0.08111143,0.08010582,0.08346809,0.07933935,0.09617354
35350.1,25,0.08336411,0.08111142,0.08010535,0.08346381,0.07933935,0.09616466
35470.4,25,0.08336329,0.08111139,0.08010530,0.08346105,0.07933935,0.09615724
35590.6,25,0.08336226,0.08111137,0.08010510,0.08345885,0.07933935,0.09614625
35710.8,25,0.08336065,0.08111133,0.08010397,0.08345799,0.07933935,0.09614430
35831.1,25,0.08335934,0.08111127,0.08010359,0.08345745,0.07933935,0.09612785
35951.3,25,0.08335821,0.08111095,0.08010269,0.08345450,0.07933935,0.09612785
36071.5,25,0.08335721,0.08111089,0.08010260,0.08345270,0.07933935,0.09612384
36191.8,25,0.08335594,0.08111083,0.08010224,0.08344971,0.07933935,0.09612203
36312.0,25,0.08335422,0.08111079,0.08010098,0.08344541,0.07933935,0.09611163
36432.3,25,0.08335344,0.08111073,0.08009993,0.08344396,0.07933935,0.09610584
36552.5,25,0.08335168,0.08111054,0.08009884,0.08344185,0.07933935,0.09608897
36672.7,25,0.08334977,0.08111032,0.08009850,0.08344034,0.07933935,0.09607203
36793.0,25,0.08334842,0.08111009,0.08009821,0.08343864,0.07933935,0.09606989
36913.2,25,0.08334727,0.08110990,0.08009819,0.08343765,0.07933935,0.09605847
37033.5,25,0.08334555,0.08110974,0.08009736,0.08343355,0.07933935,0.09603904
37153.7,25,0.08334333,0.08110952,0.08009632,0.08343097,0.07933935,0.09601212
37273.9,25,0.08334181,0.08110932,0.08009552,0.08342672,0.07933935,0.09599485
37394.2,25,0.08333966,0.08110905,0.08009448,0.08342333,0.07933935,0.09595931
37514.4,25,0.08333840,0.08110875,0.08009397,0.08342333,0.07933935,0.09594280
37634.6,25,0.08333767,0.08110836,0.08009374,0.08342280,0.07933935,0.09594119
37754.9,25,0.08333638,0.08110789,0.08009336,0.08342226,0.07933935,0.09593369
37875.1,25,0.08333505,0.08110759,0.08009166,0.08342200,0.07933935,0.09592864
37995.4,25,0.08333267,0.08110721,0.08009166,0.08341934,0.07933935,0.09591456
38115.6,25,0.08333029,0.08110694,0.08009094,0.08341465,0.07933935,0.09591456
38235.8,25,0.08332753,0.08110680,0.08009040,0.08341127,0.07933935,0.09590692
38356.1,25,0.08332526,0.08110669,0.08009020,0.08341127,0.07933935,0.09590692
38476.3,25,0.08332228,0.08110666,0.08008962,0.08340902,0.07933935,0.09590303
38596.6,25,0.08331941,0.08110666,0.08008820,0.08340852,0.07933935,0.09590303
38716.8,25,0.08331526,0.08110666,0.08008721,0.08340841,0.07933935,0.09590249
38837.0,25,0.08331129,0.08110666,0.08008672,0.08340794,0.07933935,0.09590128
