eval,n_active,mean_best,median_best,p25_best,p75_best,min_best,max_best
8725.2,30,0.36463019,0.11997374,0.10573597,0.81328950,0.09329035,1.17635204
8795.6,30,0.36148836,0.11997336,0.10573597,0.81328950,0.09329019,1.12817108
8866.0,30,0.35916937,0.11997333,0.10573597,0.81328950,0.09328601,1.12817108
8936.3,30,0.35905209,0.11997325,0.10572382,0.81328950,0.09328601,1.12817108
9006.7,30,0.35885184,0.11997314,0.10572382,0.81328950,0.09328601,1.12817108
9077.1,30,0.35881889,0.11997149,0.10572382,0.81328950,0.09328601,1.12817108
9147.4,30,0.35870126,0.11925044,0.10572382,0.81328950,0.09317521,1.12817108
9217.8,30,0.35867976,0.11920934,0.10572382,0.81328950,0.09316180,1.12817108
9288.1,30,0.35864461,0.11916491,0.10572382,0.81328950,0.09225014,1.12817108
9358.5,30,0.35846106,0.11677229,0.10572382,0.81328950,0.09224990,1.12817108
9428.9,30,0.35844193,0.11674972,0.10572382,0.81328950,0.09175950,1.12817108
9499.2,30,0.35843634,0.11673454,0.10572382,0.81328950,0.09172152,1.12817108
9569.6,30,0.35842178,0.11656504,0.10572382,0.81328950,0.09167502,1.12817108
9640.0,29,0.33543865,0.11479488,0.10556480,0.25315800,0.09163523,1.12817108
9710.3,29,0.33536080,0.11479488,0.10556480,0.25315800,0.09157725,1.12817108
9780.7,29,0.33189915,0.11479488,0.10556480,0.15764036,0.09133282,1.12817108
9851.1,29,0.33152089,0.11479488,0.10556480,0.15764036,0.09133282,1.12817108
9921.4,29,0.33142255,0.11479488,0.10556480,0.15764036,0.09133029,1.12817108
9991.8,29,0.32891517,0.11479488,0.10556480,0.15764036,0.09132355,1.05571469
10062.2,29,0.32863048,0.11479488,0.10556480,0.15764036,0.09132029,1.05571469
10132.5,29,0.32858881,0.11479488,0.10556480,0.15764036,0.09131730,1.05571469
10202.9,29,0.32855788,0.11451319,0.10556480,0.15764036,0.09131704,1.05571469
10273.3,29,0.32854218,0.11431673,0.10556480,0.15764036,0.09131704,1.05571469
10343.6,29,0.32853072,0.11412067,0.10556480,0.15764036,0.09131640,1.05571469
10414.0,29,0.32849579,0.11412067,0.10556480,0.15764036,0.09131640,1.05571469
10484.3,28,0.33666423,0.11445777,0.10604188,0.36823027,0.09131325,1.05571469
10554.7,28,0.33664139,0.11445777,0.10604188,0.36823027,0.09103883,1.05571469
10625.1,27,0.34502715,0.11479488,0.10588285,0.57882018,0.09099775,1.05571469
10695.4,27,0.34498529,0.11479488,0.10588285,0.57882018,0.09096229,1.05571469
10765.8,27,0.31683852,0.11479488,0.10588285,0.22738155,0.09095949,1.01480320
10836.2,27,0.29971380,0.11479488,0.10588285,0.22738155,0.09095043,1.01480320
10906.5,27,0.29761919,0.11479488,0.10588285,0.22738155,0.09093811,1.01480320
10976.9,27,0.29381454,0.11479488,0.10588285,0.22738155,0.09039803,1.01480320
11047.3,26,0.30113589,0.11488887,0.10684365,0.26225214,0.08942205,1.01480320
11117.6,25,0.28533478,0.11498286,0.10620090,0.29712274,0.08937397,1.00000000
11188.0,25,0.27786448,0.11479488,0.10620090,0.27456374,0.08927277,1.00000000
11258.4,25,0.27504623,0.11479488,0.10620090,0.20521486,0.08909731,1.00000000
11328.7,24,0.28109257,0.11488887,0.11010271,0.20670764,0.08878343,1.00000000
11399.1,24,0.27880269,0.11488887,0.10833444,0.19251096,0.08876838,1.00000000
11469.5,24,0.27858878,0.11488887,0.10828697,0.19251096,0.08876836,1.00000000
11539.8,24,0.27853030,0.11488887,0.10822888,0.19251096,0.08876787,1.00000000
11610.2,24,0.27852693,0.11488887,0.10817825,0.19251096,0.08876223,1.00000000
11680.5,24,0.27851906,0.11488887,0.10804484,0.19251096,0.08876223,1.00000000
11750.9,24,0.26552440,0.11488887,0.10803172,0.19251096,0.08876223,1.00000000
11821.3,24,0.24908873,0.11488887,0.10735900,0.19231658,0.08876081,1.00000000
11891.6,24,0.21625216,0.11488887,0.10732441,0.17496212,0.08860537,1.00000000
11962.0,24,0.20676569,0.11488887,0.10730761,0.13864749,0.08859265,1.00000000
12032.4,24,0.20551587,0.11476238,0.10729770,0.13045867,0.08857718,1.00000000
12102.7,24,0.20526061,0.11445777,0.10729239,0.13035035,0.08848515,1.00000000
12173.1,24,0.20514991,0.11445777,0.10627904,0.13026596,0.08840197,1.00000000
12243.5,24,0.20509538,0.11445777,0.10627869,0.12998604,0.08840181,1.00000000
12313.8,24,0.20496924,0.11445777,0.10624799,0.12992672,0.08839745,1.00000000
12384.2,24,0.19511076,0.11321998,0.10612291,0.12838126,0.08839372,1.00000000
12454.6,24,0.19497252,0.11321998,0.10604188,0.12838111,0.08646118,1.00000000
12524.9,24,0.19492386,0.11321998,0.10604188,0.12838111,0.08645291,1.00000000
12595.3,24,0.19491822,0.11321998,0.10603896,0.12838111,0.08644692,1.00000000
12665.7,24,0.19436515,0.11321998,0.10603000,0.12386828,0.08644019,1.00000000
12736.0,24,0.19427719,0.11321998,0.10586043,0.12297373,0.08643415,1.00000000
12806.4,24,0.19421787,0.11321998,0.10586042,0.12297313,0.08601421,1.00000000
12876.7,24,0.19416047,0.11321998,0.10586042,0.12297287,0.08524412,1.00000000
12947.1,24,0.19416026,0.11321998,0.10586042,0.12297284,0.08524405,1.00000000
13017.5,24,0.19388351,0.11212630,0.10586042,0.12297276,0.08523648,1.00000000
13087.8,23,0.19742593,0.11193333,0.10576188,0.12442776,0.08522810,1.00000000
13158.2,22,0.20188806,0.11302700,0.10600910,0.12571726,0.08522513,1.00000000
13228.6,21,0.20679002,0.11412067,0.10616445,0.12711708,0.08522178,1.00000000
13298.9,21,0.20676042,0.11412067,0.10594120,0.12711708,0.08517575,1.00000000
13369.3,21,0.20672515,0.11412067,0.10594119,0.12711708,0.08454643,1.00000000
13439.7,21,0.20667950,0.11412067,0.10593602,0.12711708,0.08369782,1.00000000
13510.0,21,0.20667481,0.11412067,0.10593439,0.12711708,0.08369441,1.00000000
13580.4,21,0.20660481,0.11412067,0.10593439,0.12711708,0.08369215,1.00000000
13650.8,21,0.20637222,0.11412067,0.10593439,0.12711708,0.08369087,1.00000000
13721.1,21,0.20635297,0.11412067,0.10587049,0.12711708,0.08368996,1.00000000
13791.5,21,0.20633002,0.11412067,0.10565667,0.12711708,0.08368926,1.00000000
13861.9,21,0.20632711,0.11412067,0.10565079,0.12711708,0.08368868,1.00000000
13932.2,21,0.20609852,0.11412067,0.10565079,0.12711708,0.08368812,1.00000000
14002.6,21,0.20609506,0.11412067,0.10565079,0.12711708,0.08368721,1.00000000
14072.9,20,0.20851527,0.11290840,0.10562929,0.12291758,0.08363907,1.00000000
14143.3,20,0.20844764,0.11290840,0.10562929,0.12291758,0.08355396,1.00000000
14213.7,20,0.20842792,0.11290840,0.10553372,0.12291758,0.08355396,1.00000000
14284.0,20,0.20841251,0.11290840,0.10553372,0.12291758,0.08346373,1.00000000
14354.4,20,0.20825978,0.11290840,0.10553372,0.12291758,0.08334130,1.00000000
14424.8,20,0.20824581,0.11290840,0.10553372,0.12291758,0.08321541,1.00000000
14495.1,19,0.21277355,0.11169614,0.10550265,0.12287902,0.08321341,1.00000000
14565.5,19,0.21272267,0.11169614,0.10550265,0.12285549,0.08321341,1.00000000
14635.9,19,0.21252639,0.11163496,0.10550265,0.12285546,0.08321080,1.00000000
14706.2,19,0.21242061,0.10972716,0.10550265,0.12285546,0.08320289,1.00000000
14776.6,19,0.21235985,0.10865495,0.10550265,0.12285546,0.08319676,1.00000000
14847.0,19,0.21234337,0.10849069,0.10550265,0.12285546,0.08319606,1.00000000
14917.3,19,0.21233024,0.10836039,0.10550265,0.12285546,0.08319599,1.00000000
14987.7,19,0.21227134,0.10832953,0.10550265,0.12285546,0.08319599,1.00000000
15058.1,19,0.21226888,0.10831476,0.10550265,0.12285546,0.08319591,1.00000000
15128.4,19,0.21221794,0.10830136,0.10550265,0.12259804,0.08319520,1.00000000
15198.8,19,0.21219738,0.10830136,0.10550265,0.12259037,0.08319520,1.00000000
15269.1,19,0.21183738,0.10830003,0.10550265,0.11930889,0.08319520,1.00000000
15339.5,19,0.21178960,0.10829932,0.10550265,0.11895095,0.08319520,1.00000000
15409.9,18,0.19116576,0.10999773,0.10563813,0.11912950,0.08319500,1.00000000
15480.2,18,0.18713500,0.10999540,0.10554367,0.11912950,0.08319401,1.00000000
15550.6,18,0.17510727,0.10974297,0.10554268,0.11912950,0.08319290,1.00000000
15621.0,17,0.17769621,0.11169614,0.10544050,0.11930806,0.08319290,1.00000000
15691.3,16,0.18000564,0.11290840,0.10432381,0.12161448,0.08319290,1.00000000
15761.7,15,0.17987894,0.11005429,0.10279900,0.11895095,0.08319290,1.00000000
15832.1,15,0.17977736,0.10928968,0.10279850,0.11895095,0.08319290,1.00000000
15902.4,15,0.17975391,0.10906784,0.10274810,0.11895095,0.08319260,1.00000000
15972.8,15,0.17974194,0.10906784,0.10268458,0.11895058,0.08319260,1.00000000
16043.2,15,0.17973522,0.10906433,0.10264643,0.11895058,0.08319149,1.00000000
16113.5,15,0.17967333,0.10906217,0.10259606,0.11895058,0.08317908,1.00000000
16183.9,15,0.17956337,0.10906052,0.10249762,0.11895058,0.08317532,1.00000000
16254.3,15,0.17955718,0.10906052,0.10249428,0.11895058,0.08317283,1.00000000
16324.6,15,0.17955051,0.10905694,0.10245354,0.11895058,0.08317117,1.00000000
16395.0,15,0.17954103,0.10892170,0.10245194,0.11895058,0.08317004,1.00000000
16465.3,15,0.17867951,0.10875385,0.10135525,0.11895058,0.08316926,1.00000000
16535.7,15,0.17737885,0.10875318,0.10129346,0.11895032,0.08316869,1.00000000
16606.1,15,0.16653428,0.10593433,0.10116117,0.11669436,0.08316826,1.00000000
16676.4,15,0.16603888,0.10593433,0.09882236,0.11669436,0.08316788,1.00000000
16746.8,15,0.16598832,0.10593433,0.09877151,0.11669436,0.08316737,1.00000000
16817.2,15,0.16582316,0.10593433,0.09829817,0.11669436,0.08316434,1.00000000
16887.5,15,0.16573918,0.10593433,0.09825697,0.11669436,0.08316434,1.00000000
16957.9,15,0.16565266,0.10593433,0.09825560,0.11669436,0.08316434,1.00000000
17028.3,15,0.16564239,0.10593433,0.09825425,0.11669436,0.08316434,1.00000000
17098.6,15,0.16555507,0.10593433,0.09825359,0.11669436,0.08316434,1.00000000
17169.0,14,0.17038884,0.10615824,0.09900518,0.11764410,0.08316434,1.00000000
17239.4,14,0.17038811,0.10615824,0.09900518,0.11764410,0.08316434,1.00000000
17309.7,14,0.17018072,0.10615722,0.09900500,0.11764410,0.08316434,1.00000000
17380.1,14,0.17007291,0.10614473,0.09900496,0.11764410,0.08316434,1.00000000
17450.5,14,0.17001855,0.10614473,0.09900494,0.11764410,0.08316187,1.00000000
17520.8,14,0.16991341,0.10607607,0.09892020,0.11764410,0.08314762,1.00000000
17591.2,14,0.16982203,0.10565706,0.09892020,0.11764410,0.08314629,1.00000000
17661.5,14,0.16950211,0.10553141,0.09892016,0.11560755,0.08314503,1.00000000
17731.9,14,0.16933389,0.10551121,0.09892016,0.11473397,0.08314310,1.00000000
17802.3,14,0.16914271,0.10550404,0.09891407,0.11408382,0.08313147,1.00000000
17872.6,14,0.16907801,0.10549725,0.09891407,0.11387597,0.08310548,1.00000000
17943.0,14,0.16893412,0.10548613,0.09891407,0.11344526,0.08288691,1.00000000
18013.4,14,0.16890281,0.10539503,0.09891407,0.11344102,0.08270241,1.00000000
18083.7,14,0.16881508,0.10539329,0.09891398,0.11315972,0.08264380,1.00000000
18154.1,14,0.16870183,0.10539285,0.09891398,0.11277318,0.08264102,1.00000000
18224.5,14,0.16868091,0.10539242,0.09891398,0.11275951,0.08263952,1.00000000
18294.8,14,0.16862727,0.10539197,0.09891398,0.11275620,0.08263778,1.00000000
18365.2,14,0.16859875,0.10539197,0.09891398,0.11268345,0.08263705,1.00000000
18435.6,14,0.16855826,0.10529100,0.09891398,0.11268345,0.08263671,1.00000000
18505.9,14,0.16848481,0.10486342,0.09891398,0.11268345,0.08263170,1.00000000
18576.3,14,0.16839282,0.10433835,0.09891154,0.11268345,0.08262653,1.00000000
18646.7,14,0.16758726,0.10432452,0.09891150,0.11205144,0.08262153,1.00000000
18717.0,14,0.16748830,0.10432087,0.09868722,0.11201962,0.08261445,1.00000000
18787.4,14,0.16748301,0.10432087,0.09867101,0.11201545,0.08261135,1.00000000
18857.7,14,0.16747631,0.10431836,0.09865014,0.11201362,0.08260850,1.00000000
18928.1,14,0.16745395,0.10431551,0.09857360,0.11201281,0.08260850,1.00000000
18998.5,14,0.16738946,0.10416110,0.09842518,0.11201245,0.08260850,1.00000000
19068.8,14,0.16729189,0.10399849,0.09842457,0.11123373,0.08260850,1.00000000
19139.2,14,0.16728229,0.10395643,0.09842415,0.11122200,0.08258420,1.00000000
19209.6,14,0.16727288,0.10390117,0.09842384,0.11121353,0.08258077,1.00000000
19279.9,14,0.16719860,0.10345878,0.09842359,0.11117586,0.08257885,1.00000000
19350.3,14,0.16690012,0.10318601,0.09822926,0.11110943,0.08257849,1.00000000
19420.7,14,0.16668490,0.10225824,0.09822322,0.11110943,0.08257742,1.00000000
19491.0,14,0.16667069,0.10225034,0.09822010,0.11110304,0.08257623,1.00000000
19561.4,14,0.16666405,0.10224555,0.09821870,0.11109827,0.08257492,1.00000000
19631.8,14,0.16665842,0.10224520,0.09820070,0.11109422,0.08257421,1.00000000
19702.1,14,0.16657884,0.10224173,0.09817853,0.11108963,0.08257363,1.00000000
19772.5,14,0.16622793,0.10223913,0.09743809,0.11108226,0.08257302,1.00000000
19842.9,14,0.16621650,0.10223713,0.09743809,0.11106971,0.08257144,1.00000000
19913.2,14,0.16621137,0.10223549,0.09743809,0.11106971,0.08256231,1.00000000
19983.6,14,0.16614986,0.10223386,0.09743794,0.11055585,0.08256231,1.00000000
20053.9,14,0.16611669,0.10223150,0.09743794,0.11055395,0.08256231,1.00000000
20124.3,14,0.16605950,0.10223102,0.09743794,0.11055347,0.08256231,1.00000000
20194.7,14,0.16605519,0.10220975,0.09743794,0.11055327,0.08256231,1.00000000
20265.0,14,0.16582814,0.10220975,0.09656344,0.11055318,0.08256231,1.00000000
20335.4,14,0.16582547,0.10220392,0.09656290,0.11055315,0.08256231,1.00000000
20405.8,14,0.16582149,0.10219665,0.09656265,0.11055315,0.08256231,1.00000000
20476.1,14,0.16580186,0.10219275,0.09656255,0.11046410,0.08256231,1.00000000
20546.5,14,0.16579590,0.10215805,0.09656250,0.11046390,0.08256231,1.00000000
20616.9,14,0.16578830,0.10212640,0.09656248,0.11046390,0.08256231,1.00000000
20687.2,14,0.16577917,0.10206415,0.09656248,0.11046390,0.08256231,1.00000000
20757.6,14,0.16576470,0.10197533,0.09654375,0.11046390,0.08256231,1.00000000
20828.0,14,0.16565680,0.10191845,0.09652636,0.11046390,0.08256231,1.00000000
20898.3,13,0.17106987,0.10272650,0.09736958,0.11197376,0.08256231,1.00000000
20968.7,13,0.17106531,0.10272650,0.09736958,0.11197376,0.08256231,1.00000000
21039.1,13,0.17095842,0.10243278,0.09736958,0.11197376,0.08256231,1.00000000
21109.4,13,0.17091082,0.10186124,0.09736958,0.11197376,0.08256231,1.00000000
21179.8,13,0.17068895,0.10109156,0.09736958,0.11197376,0.08256231,1.00000000
21250.1,13,0.17066795,0.10109156,0.09736958,0.11197376,0.08256231,1.00000000
21320.5,13,0.17065321,0.10109156,0.09736958,0.11197376,0.08256231,1.00000000
21390.9,13,0.17061080,0.10109156,0.09736958,0.11197376,0.08256231,1.00000000
21461.2,13,0.17060934,0.10109156,0.09736958,0.11197376,0.08256231,1.00000000
21531.6,13,0.17060929,0.10109156,0.09736958,0.11197376,0.08256231,1.00000000
21602.0,12,0.17526020,0.09972605,0.09708406,0.10744419,0.08256231,1.00000000
21672.3,12,0.17523365,0.09957555,0.09708406,0.10744419,0.08256231,1.00000000
21742.7,12,0.17522658,0.09953312,0.09708406,0.10744419,0.08256231,1.00000000
21813.1,12,0.17522345,0.09951443,0.09708406,0.10744419,0.08256231,1.00000000
21883.4,12,0.17522202,0.09950613,0.09708406,0.10744419,0.08256231,1.00000000
21953.8,12,0.17522141,0.09950243,0.09708406,0.10744419,0.08256231,1.00000000
22024.2,12,0.17522113,0.09950077,0.09708406,0.10744419,0.08256231,1.00000000
22094.5,12,0.17522087,0.09950004,0.09708406,0.10744419,0.08256231,1.00000000
22164.9,12,0.17522082,0.09949972,0.09708406,0.10744419,0.08256231,1.00000000
22235.3,12,0.17522065,0.09949958,0.09708406,0.10744419,0.08256231,1.00000000
22305.6,12,0.17522033,0.09949951,0.09708406,0.10744419,0.08256231,1.00000000
22376.0,12,0.17521867,0.09949949,0.09708406,0.10744419,0.08256231,1.00000000
22446.3,12,0.17521457,0.09949949,0.09708406,0.10744419,0.08256231,1.00000000
22516.7,11,0.18133917,0.09790742,0.09679853,0.10735013,0.08256231,1.00000000
22587.1,11,0.18133723,0.09790742,0.09679853,0.10735013,0.08256231,1.00000000
22657.4,11,0.18133665,0.09790742,0.09679853,0.10735013,0.08256231,1.00000000
22727.8,9,0.19828126,0.09790742,0.09622749,0.10272650,0.08256231,1.00000000
