epoch,step,train_loss,train_loss_drag,train_loss_lift,train_loss_press,train_loss_wss,val_loss,val_loss_drag,val_loss_lift,val_loss_press,val_loss_wss
10,32999,,,,,,0.2452743798494339,0.03398267552256584,0.31188109517097473,0.24509486556053162,0.7164561152458191
10,32999,0.23079781234264374,0.04000337794423103,0.6274247169494629,0.2306167185306549,0.7149869203567505,,,,,
11,35999,,,,,,0.231825053691864,0.03720245510339737,0.5506918430328369,0.23163162171840668,0.7031044363975525
11,35999,0.22828473150730133,0.03888475149869919,0.6027581095695496,0.22810164093971252,0.7136647701263428,,,,,
12,38999,,,,,,0.2313529998064041,0.0294218547642231,0.7062445282936096,0.23116157948970795,0.7000068426132202
12,38999,0.22647680342197418,0.03815682977437973,0.5915123820304871,0.22629252076148987,0.713077962398529,,,,,
13,41999,,,,,,0.2254980504512787,0.03398201987147331,0.42505204677581787,0.22530163824558258,0.7051209211349487
13,41999,0.22471089661121368,0.03718090057373047,0.5899658203125,0.2245256006717682,0.712277352809906,,,,,
14,44999,,,,,,0.22592602670192719,0.06065995618700981,0.6160261034965515,0.22573190927505493,0.7016468048095703
14,44999,0.22337447106838226,0.03712967038154602,0.5538865327835083,0.22318847477436066,0.7119053602218628,,,,,
15,47999,,,,,,0.22275349497795105,0.02834205888211727,0.37221309542655945,0.22255747020244598,0.7027255296707153
15,47999,0.22201862931251526,0.03641054406762123,0.550839900970459,0.22183197736740112,0.7112950086593628,,,,,
16,50999,,,,,,0.22419343888759613,0.029017988592386246,0.46084171533584595,0.22399795055389404,0.6986970901489258
16,50999,0.22096621990203857,0.036280155181884766,0.5674974918365479,0.2207796573638916,0.7096289992332458,,,,,
17,53999,,,,,,0.2196654975414276,0.027473701164126396,0.3305722773075104,0.21947051584720612,0.6915698051452637
17,53999,0.21953833103179932,0.03559967875480652,0.5313340425491333,0.21935215592384338,0.7074917554855347,,,,,
18,56999,,,,,,0.2212451994419098,0.039429694414138794,0.8552820682525635,0.22104917466640472,0.6942278146743774
18,56999,0.21880550682544708,0.03510664775967598,0.5052586197853088,0.2186196893453598,0.7060573697090149,,,,,
19,59999,,,,,,0.2194630205631256,0.03565549477934837,0.7447462677955627,0.2192690521478653,0.6957253813743591
19,59999,0.21791674196720123,0.0343678817152977,0.5219452381134033,0.2177308201789856,0.703650951385498,,,,,
20,62999,,,,,,0.21978648006916046,0.040491145104169846,0.4458596706390381,0.21959157288074493,0.691612958908081
20,62999,0.21705907583236694,0.03476768732070923,0.5183228850364685,0.21687351167201996,0.7018051743507385,,,,,
21,65999,,,,,,0.2167608141899109,0.025804072618484497,0.2750195860862732,0.21656720340251923,0.6889123320579529
21,65999,0.21610227227210999,0.03432959318161011,0.5138669610023499,0.2159169465303421,0.7008950114250183,,,,,
22,68999,,,,,,0.21674443781375885,0.02679896354675293,0.6256491541862488,0.2165505439043045,0.6916793584823608
22,68999,0.21532055735588074,0.03427998721599579,0.5193755030632019,0.21513482928276062,0.6991044282913208,,,,,
23,71999,,,,,,0.21908897161483765,0.040916379541158676,0.6188642382621765,0.21889586746692657,0.6888635754585266
23,71999,0.21490639448165894,0.03404558449983597,0.5132756233215332,0.21472084522247314,0.6984865069389343,,,,,
24,74999,,,,,,0.21597132086753845,0.02680984139442444,0.4020589590072632,0.21577773988246918,0.6876821517944336
24,74999,0.21406812965869904,0.03398522734642029,0.5015143752098083,0.2138826847076416,0.6970393657684326,,,,,
25,77999,,,,,,0.21289758384227753,0.030711395666003227,0.379688560962677,0.21270252764225006,0.6854978799819946
25,77999,0.21337351202964783,0.03355436399579048,0.5171069502830505,0.2131885439157486,0.6959342360496521,,,,,
26,80999,,,,,,0.21425344049930573,0.02898249961435795,0.54679274559021,0.21405822038650513,0.6872091889381409
26,80999,0.21280401945114136,0.03333758935332298,0.4762367010116577,0.2126190960407257,0.6950030326843262,,,,,
27,83999,,,,,,0.21541643142700195,0.044510748237371445,0.7144431471824646,0.2152235209941864,0.6853595972061157
27,83999,0.21219713985919952,0.033696047961711884,0.4984966516494751,0.21201196312904358,0.6940811276435852,,,,,
28,86999,,,,,,0.2147633582353592,0.030702076852321625,0.48296061158180237,0.2145719677209854,0.6844562888145447
28,86999,0.21153731644153595,0.03322407975792885,0.4986552596092224,0.21135205030441284,0.6942129731178284,,,,,
29,89999,,,,,,0.2107139229774475,0.034116990864276886,0.3662341237068176,0.21052046120166779,0.6833587884902954
29,89999,0.21099430322647095,0.033842746168375015,0.539762020111084,0.21080906689167023,0.6937338709831238,,,,,
30,92999,,,,,,0.2132556289434433,0.035855360329151154,0.7478750348091125,0.21306262910366058,0.6841285824775696
30,92999,0.21019093692302704,0.03340720012784004,0.48636066913604736,0.2100055068731308,0.6930589079856873,,,,,
31,95999,,,,,,0.2114473283290863,0.02900691330432892,0.5522701740264893,0.21125303208827972,0.6875638365745544
31,95999,0.20972976088523865,0.03278353437781334,0.5053791403770447,0.20954406261444092,0.6924463510513306,,,,,
32,98999,,,,,,0.21231962740421295,0.034543003886938095,0.534552276134491,0.21212823688983917,0.6859717965126038
32,98999,0.20940271019935608,0.03275323286652565,0.4976329803466797,0.20921771228313446,0.6916365027427673,,,,,
33,101999,,,,,,0.21258340775966644,0.04285522550344467,0.392108291387558,0.212391197681427,0.6823270320892334
33,101999,0.20898714661598206,0.03279206156730652,0.514613687992096,0.2088014930486679,0.6915262937545776,,,,,
34,104999,,,,,,0.20941849052906036,0.027682669460773468,0.3483387231826782,0.2092246264219284,0.6812458038330078
34,104999,0.20844101905822754,0.03312825411558151,0.44390735030174255,0.20825625956058502,0.689889669418335,,,,,
35,107999,,,,,,0.21127557754516602,0.02843867987394333,1.4752602577209473,0.21108153462409973,0.6836016178131104
35,107999,0.20809128880500793,0.0326349250972271,0.487800657749176,0.2079072892665863,0.6883904337882996,,,,,
36,110999,,,,,,0.20839767158031464,0.03148972615599632,0.4399087131023407,0.2082056999206543,0.6759158968925476
36,110999,0.2076134830713272,0.03293945640325546,0.48063337802886963,0.2074294090270996,0.6880014538764954,,,,,
37,113999,,,,,,0.21048955619335175,0.03515917807817459,0.40675604343414307,0.21029944717884064,0.6783096790313721
37,113999,0.20727823674678802,0.03279664367437363,0.47823086380958557,0.20709413290023804,0.687664806842804,,,,,
38,116999,,,,,,0.21053273975849152,0.029531612992286682,0.296055406332016,0.2103421837091446,0.6789398789405823
38,116999,0.20678399503231049,0.03221580758690834,0.4508815407752991,0.20659950375556946,0.6869598627090454,,,,,
39,119999,,,,,,0.2084539383649826,0.029293330386281013,1.2097913026809692,0.20825858414173126,0.6780639290809631
39,119999,0.20654256641864777,0.0324166864156723,0.45160335302352905,0.20635852217674255,0.6857393980026245,,,,,
40,122999,,,,,,0.20754748582839966,0.02977452613413334,0.40266162157058716,0.2073572874069214,0.6759868264198303
40,122999,0.20619238913059235,0.03253399580717087,0.44636693596839905,0.20600831508636475,0.6855508089065552,,,,,
41,125999,,,,,,0.20699119567871094,0.04304704815149307,0.2666829824447632,0.2068004310131073,0.6717799305915833
41,125999,0.20590060949325562,0.032453492283821106,0.5173103213310242,0.2057170420885086,0.685256838798523,,,,,
42,128999,,,,,,0.2063489705324173,0.027198944240808487,0.45303893089294434,0.206156387925148,0.6749215722084045
42,128999,0.20573604106903076,0.03254184499382973,0.4824875593185425,0.20555241405963898,0.6844600439071655,,,,,
43,131999,,,,,,0.20601309835910797,0.02958475798368454,0.26772257685661316,0.2058214545249939,0.673339307308197
43,131999,0.20543335378170013,0.03245861455798149,0.4497759938240051,0.2052496075630188,0.6842931509017944,,,,,
44,134999,,,,,,0.20722879469394684,0.03482894226908684,0.6002853512763977,0.2070392221212387,0.6760067343711853
44,134999,0.20503352582454681,0.03268344700336456,0.4567996859550476,0.2048497349023819,0.6838877201080322,,,,,
45,137999,,,,,,0.20591561496257782,0.03425157442688942,0.3923672139644623,0.20572277903556824,0.6740396618843079
45,137999,0.20489609241485596,0.032170332968235016,0.46046918630599976,0.2047121524810791,0.6836587190628052,,,,,
46,140999,,,,,,0.20686596632003784,0.035693030804395676,0.434502512216568,0.20667697489261627,0.6714423894882202
46,140999,0.20456254482269287,0.0323711596429348,0.47575223445892334,0.20437856018543243,0.6838487982749939,,,,,
47,143999,,,,,,0.20845256745815277,0.025826470926404,0.523236870765686,0.20826426148414612,0.6740183234214783
47,143999,0.20430393517017365,0.03222111240029335,0.4696378707885742,0.20412009954452515,0.6830170154571533,,,,,
48,146999,,,,,,0.20538367331027985,0.03286156430840492,0.4548506736755371,0.2051926851272583,0.6694795489311218
48,146999,0.203968346118927,0.03170578554272652,0.49170589447021484,0.20378459990024567,0.6828951239585876,,,,,
49,149999,,,,,,0.20643283426761627,0.02962389402091503,0.29709693789482117,0.20624418556690216,0.6698256134986877
49,149999,0.20366021990776062,0.031730830669403076,0.45527535676956177,0.2034764140844345,0.6824604272842407,,,,,
50,152999,,,,,,0.20759859681129456,0.02530808188021183,1.1203877925872803,0.20740999281406403,0.6739336252212524
50,152999,0.20354533195495605,0.03168569877743721,0.44390177726745605,0.2033616304397583,0.6823336482048035,,,,,
51,155999,,,,,,0.20540380477905273,0.027185849845409393,0.3862130045890808,0.20521341264247894,0.66959547996521
51,155999,0.2033572942018509,0.03150187060236931,0.4700593948364258,0.20317323505878448,0.6822834610939026,,,,,
52,158999,,,,,,0.2052127867937088,0.027903974056243896,0.28797733783721924,0.20502041280269623,0.6704391241073608
52,158999,0.20308594405651093,0.031619779765605927,0.44669100642204285,0.20290151238441467,0.6822960376739502,,,,,
53,161999,,,,,,0.2040403038263321,0.02667945623397827,0.5106257200241089,0.20384930074214935,0.6744657754898071
53,161999,0.2029363065958023,0.03169064596295357,0.437944620847702,0.2027520090341568,0.68217533826828,,,,,
54,164999,,,,,,0.20563866198062897,0.02655951865017414,0.6439958214759827,0.20544633269309998,0.671086847782135
54,164999,0.2025970220565796,0.031577203422784805,0.4299825131893158,0.2024124413728714,0.6820434927940369,,,,,
55,167999,,,,,,0.20341981947422028,0.02746165357530117,0.5197569131851196,0.203227236866951,0.6708623170852661
55,167999,0.20242634415626526,0.03106447122991085,0.48906391859054565,0.20224177837371826,0.681847095489502,,,,,
56,170999,,,,,,0.20382392406463623,0.023370876908302307,0.2742669880390167,0.20363251864910126,0.6738777756690979
56,170999,0.20223386585712433,0.030818074941635132,0.4711875915527344,0.20204925537109375,0.6813796162605286,,,,,
57,173999,,,,,,0.2030588984489441,0.028772391378879547,0.41357022523880005,0.20286689698696136,0.6711840629577637
57,173999,0.20180627703666687,0.031148137524724007,0.44155970215797424,0.2016211301088333,0.6809787154197693,,,,,
58,176999,,,,,,0.20394808053970337,0.027684558182954788,0.3291734457015991,0.203755721449852,0.6679984331130981
58,176999,0.2015855759382248,0.031253881752491,0.4769171476364136,0.2014009654521942,0.6814843416213989,,,,,
59,179999,,,,,,0.20305350422859192,0.025817278772592545,0.3217068612575531,0.2028610110282898,0.66890949010849
59,179999,0.20161904394626617,0.031195905059576035,0.4578678011894226,0.20143426954746246,0.6809564232826233,,,,,
60,182999,,,,,,0.20285479724407196,0.029465895146131516,0.36205339431762695,0.20266398787498474,0.6695199012756348
60,182999,0.20144742727279663,0.03140641003847122,0.4319911599159241,0.20126226544380188,0.6806607842445374,,,,,
61,185999,,,,,,0.2025275081396103,0.03315585479140282,0.39130115509033203,0.20233426988124847,0.670068085193634
61,185999,0.20120009779930115,0.03166203573346138,0.4313029646873474,0.20101483166217804,0.6809952259063721,,,,,
62,188999,,,,,,0.20163531601428986,0.026397353038191795,0.6774933338165283,0.20143993198871613,0.6721563339233398
62,188999,0.20104478299617767,0.030675269663333893,0.47302454710006714,0.20086002349853516,0.680292010307312,,,,,
63,191999,,,,,,0.20168130099773407,0.02965148352086544,0.4731534421443939,0.20148730278015137,0.6684035062789917
63,191999,0.20092344284057617,0.03132021799683571,0.44340628385543823,0.20073860883712769,0.6802553534507751,,,,,
64,194999,,,,,,0.20286564528942108,0.02508452534675598,0.29435670375823975,0.20267540216445923,0.6679894328117371
64,194999,0.20072752237319946,0.030915308743715286,0.44858402013778687,0.20054233074188232,0.6799080967903137,,,,,
65,197999,,,,,,0.20235088467597961,0.025755347684025764,0.5141075849533081,0.2021574079990387,0.6684362888336182
65,197999,0.20048409700393677,0.031142618507146835,0.4557180106639862,0.2002994865179062,0.6797202825546265,,,,,
66,200999,,,,,,0.2033795863389969,0.066443532705307,0.3686201274394989,0.20318859815597534,0.6689921617507935
66,200999,0.2003858983516693,0.031142408028244972,0.480017751455307,0.20020060241222382,0.6796560883522034,,,,,
67,203999,,,,,,0.20316044986248016,0.04385692998766899,0.39401155710220337,0.20296968519687653,0.6667024493217468
67,203999,0.20026367902755737,0.031061291694641113,0.4517601430416107,0.2000788152217865,0.6791645288467407,,,,,
68,206999,,,,,,0.20190517604351044,0.04153803363442421,0.6102155447006226,0.20171234011650085,0.6696882843971252
68,206999,0.20003193616867065,0.030615152791142464,0.5060536861419678,0.199846550822258,0.6792209148406982,,,,,
69,209999,,,,,,0.2027454823255539,0.02625621296465397,0.29551881551742554,0.20255149900913239,0.6679709553718567
69,209999,0.199839785695076,0.030657192692160606,0.46729251742362976,0.19965434074401855,0.6784501075744629,,,,,
70,212999,,,,,,0.20097632706165314,0.0320359542965889,0.5831402540206909,0.20078416168689728,0.6685105562210083
70,212999,0.19983750581741333,0.030764661729335785,0.44832226634025574,0.19965238869190216,0.6784460544586182,,,,,
71,215999,,,,,,0.20417095720767975,0.027069346979260445,0.36269229650497437,0.20398403704166412,0.6700024604797363
71,215999,0.19968080520629883,0.030667973682284355,0.45685669779777527,0.19949592649936676,0.6780338287353516,,,,,
72,218999,,,,,,0.20229095220565796,0.02668270468711853,0.41203391551971436,0.20209527015686035,0.6718378663063049
72,218999,0.19948646426200867,0.030740994960069656,0.46756085753440857,0.1993015706539154,0.6778357028961182,,,,,
73,221999,,,,,,0.20116806030273438,0.02536911889910698,0.6972113251686096,0.2009764313697815,0.6675742864608765
73,221999,0.19931551814079285,0.030734429135918617,0.46620437502861023,0.19913102686405182,0.6773529648780823,,,,,
74,224999,,,,,,0.20107872784137726,0.025416560471057892,0.6829352378845215,0.20088925957679749,0.6649348139762878
74,224999,0.19916841387748718,0.03096964955329895,0.4438058137893677,0.19898369908332825,0.6768641471862793,,,,,
75,227999,,,,,,0.20012998580932617,0.026626313105225563,0.43837884068489075,0.19993852078914642,0.6668789982795715
75,227999,0.19900104403495789,0.030639253556728363,0.4601728022098541,0.19881610572338104,0.6773207187652588,,,,,
76,230999,,,,,,0.201128289103508,0.029889263212680817,0.5971587896347046,0.20093943178653717,0.6642031669616699
76,230999,0.19889681041240692,0.030682584270834923,0.4482384920120239,0.19871170818805695,0.6770974397659302,,,,,
77,233999,,,,,,0.20259974896907806,0.027262814342975616,0.8354336619377136,0.20241034030914307,0.6639052033424377
77,233999,0.19867557287216187,0.030789148062467575,0.4358322322368622,0.1984909325838089,0.6763381958007812,,,,,
78,236999,,,,,,0.20043136179447174,0.02661522850394249,0.3171229958534241,0.2002401351928711,0.6648582220077515
78,236999,0.1985950767993927,0.030291814357042313,0.4370628297328949,0.19840995967388153,0.6764436364173889,,,,,
79,239999,,,,,,0.20048420131206512,0.027314573526382446,0.44509202241897583,0.2002919465303421,0.6617699265480042
79,239999,0.19844773411750793,0.030345650389790535,0.46596992015838623,0.19826318323612213,0.6758622527122498,,,,,
80,242999,,,,,,0.19953300058841705,0.025310350582003593,0.24856150150299072,0.19934000074863434,0.664020836353302
80,242999,0.19820120930671692,0.03040849231183529,0.48196232318878174,0.19801601767539978,0.6758038997650146,,,,,
81,245999,,,,,,0.19980686902999878,0.029588740319013596,0.2738535702228546,0.19961266219615936,0.6688799262046814
81,245999,0.19794780015945435,0.03007570654153824,0.47641512751579285,0.19776231050491333,0.6761791706085205,,,,,
82,248999,,,,,,0.20030376315116882,0.034201934933662415,0.30187952518463135,0.20010940730571747,0.6691698431968689
82,248999,0.1978026181459427,0.029878441244363785,0.4716986119747162,0.19761668145656586,0.6763789653778076,,,,,
83,251999,,,,,,0.20025017857551575,0.026111505925655365,0.3158956468105316,0.2000582218170166,0.6677858829498291
83,251999,0.19753466546535492,0.030407411977648735,0.43146952986717224,0.1973482072353363,0.6766632199287415,,,,,
84,254999,,,,,,0.19831107556819916,0.036009129136800766,0.44662246108055115,0.1981172114610672,0.6664096713066101
84,254999,0.19732119143009186,0.03022138774394989,0.4779791533946991,0.19713382422924042,0.677294135093689,,,,,
85,257999,,,,,,0.1992504596710205,0.03421318158507347,0.358394056558609,0.1990557461977005,0.6715987920761108
85,257999,0.1972304880619049,0.030295947566628456,0.4339025914669037,0.19704368710517883,0.6771137118339539,,,,,
86,260999,,,,,,0.20141716301441193,0.048176463693380356,0.34414345026016235,0.20122544467449188,0.6699029207229614
86,260999,0.19705358147621155,0.030287660658359528,0.41521477699279785,0.19686663150787354,0.6773722767829895,,,,,
87,263999,,,,,,0.19793573021888733,0.03089315816760063,0.269194096326828,0.19774188101291656,0.6648034453392029
87,263999,0.19691802561283112,0.030333906412124634,0.4667603075504303,0.19673077762126923,0.6776022911071777,,,,,
88,266999,,,,,,0.20082099735736847,0.02705349586904049,0.3509582579135895,0.2006264179944992,0.6667343378067017
88,266999,0.19674454629421234,0.02997470647096634,0.45215946435928345,0.19655708968639374,0.6777442097663879,,,,,
89,269999,,,,,,0.199244424700737,0.027041606605052948,0.5793367624282837,0.19905057549476624,0.6655077934265137
89,269999,0.19673918187618256,0.030151769518852234,0.4266376495361328,0.1965513676404953,0.6772680282592773,,,,,
90,272999,,,,,,0.1972230076789856,0.029174814000725746,0.305034339427948,0.19702814519405365,0.6650049686431885
90,272999,0.19644977152347565,0.0294180940836668,0.4445978105068207,0.19626177847385406,0.6771723628044128,,,,,
91,275999,,,,,,0.19841903448104858,0.028738724067807198,0.37995854020118713,0.1982239931821823,0.6696851253509521
91,275999,0.19625665247440338,0.02976703643798828,0.40342122316360474,0.19606830179691315,0.6772638559341431,,,,,
92,278999,,,,,,0.19918586313724518,0.026933956891298294,0.45973873138427734,0.19899192452430725,0.6646068096160889
92,278999,0.19612544775009155,0.03001123107969761,0.44432634115219116,0.19593706727027893,0.6777698397636414,,,,,
93,281999,,,,,,0.1979781985282898,0.027202701196074486,0.3286489248275757,0.19778628647327423,0.6621193289756775
93,281999,0.19616572558879852,0.029426051303744316,0.4623379707336426,0.19597771763801575,0.6772663593292236,,,,,
94,284999,,,,,,0.20122858881950378,0.03252037614583969,0.6792817711830139,0.20103614032268524,0.6658899784088135
94,284999,0.1958271712064743,0.029936648905277252,0.4335651397705078,0.19563822448253632,0.6772684454917908,,,,,
95,287999,,,,,,0.19840607047080994,0.025781206786632538,0.41211220622062683,0.19821108877658844,0.667559027671814
95,287999,0.1957511007785797,0.029760487377643585,0.4556795656681061,0.195562481880188,0.6773995161056519,,,,,
96,290999,,,,,,0.19754549860954285,0.029963618144392967,0.32991477847099304,0.19734716415405273,0.665729284286499
96,290999,0.19574889540672302,0.029860740527510643,0.41819605231285095,0.19555982947349548,0.6776636838912964,,,,,
97,293999,,,,,,0.19810016453266144,0.03733106330037117,0.4602350890636444,0.19790254533290863,0.6684420704841614
97,293999,0.19549748301506042,0.03010082244873047,0.47000735998153687,0.19530822336673737,0.6772322654724121,,,,,
98,296999,,,,,,0.19784165918827057,0.026612311601638794,0.5357517004013062,0.19764795899391174,0.6662707924842834
98,296999,0.1954440474510193,0.02955498732626438,0.4128531813621521,0.19525481760501862,0.6774181127548218,,,,,
99,299999,,,,,,0.196659654378891,0.030914418399333954,0.31399399042129517,0.1964644491672516,0.6644166111946106
99,299999,0.19536733627319336,0.029800187796354294,0.4291532337665558,0.1951778531074524,0.6777335405349731,,,,,
100,302999,,,,,,0.19666799902915955,0.03304283320903778,0.4503338038921356,0.19647258520126343,0.6651532053947449
100,302999,0.19512119889259338,0.02958831749856472,0.45315828919410706,0.19493165612220764,0.6772774457931519,,,,,
101,305999,,,,,,0.19791755080223083,0.026853762567043304,0.280415415763855,0.19772183895111084,0.6657419204711914
101,305999,0.19511976838111877,0.029761629179120064,0.4412403106689453,0.19493058323860168,0.6773276925086975,,,,,
102,308999,,,,,,0.19628581404685974,0.025716885924339294,0.7866729497909546,0.19609011709690094,0.6655128002166748
102,308999,0.19491896033287048,0.02933872677385807,0.4421916902065277,0.1947290450334549,0.6772708296775818,,,,,
103,311999,,,,,,0.19605156779289246,0.031196415424346924,0.30266234278678894,0.19585609436035156,0.6661368012428284
103,311999,0.19485725462436676,0.029573552310466766,0.42723459005355835,0.19466769695281982,0.6770530939102173,,,,,
104,314999,,,,,,0.20107872784137726,0.027911081910133362,0.3682837188243866,0.20088523626327515,0.6700240969657898
104,314999,0.19468119740486145,0.029401836916804314,0.43378719687461853,0.19449131190776825,0.6771448850631714,,,,,
105,317999,,,,,,0.19668331742286682,0.027553575113415718,0.31615304946899414,0.1964884251356125,0.6626825332641602
105,317999,0.1946660727262497,0.02969169057905674,0.40574193000793457,0.19447621703147888,0.6770551204681396,,,,,
106,320999,,,,,,0.19616633653640747,0.03019394911825657,0.5699301362037659,0.1959671825170517,0.6653763651847839
106,320999,0.19447456300258636,0.029533356428146362,0.4313860535621643,0.19428494572639465,0.6767879724502563,,,,,
107,323999,,,,,,0.19786596298217773,0.03860011696815491,0.36670833826065063,0.19766920804977417,0.6688823699951172
107,323999,0.19442318379878998,0.02946053259074688,0.42612916231155396,0.1942327320575714,0.6762259006500244,,,,,
108,326999,,,,,,0.19743381440639496,0.03575367480516434,0.4720757007598877,0.1972392201423645,0.6619424223899841
108,326999,0.19435152411460876,0.02946239709854126,0.4161922335624695,0.19416184723377228,0.6765795946121216,,,,,
109,329999,,,,,,0.1962161362171173,0.027650384232401848,0.5227764844894409,0.1960187703371048,0.6633230447769165
109,329999,0.1941269338130951,0.029699353501200676,0.4183921217918396,0.19393642246723175,0.6765769720077515,,,,,
110,332999,,,,,,0.19493868947029114,0.03007178008556366,0.3824513554573059,0.19474054872989655,0.6641232371330261
110,332999,0.1940843164920807,0.029178008437156677,0.3986668288707733,0.19389380514621735,0.6762378811836243,,,,,
111,335999,,,,,,0.19612593948841095,0.0304203350096941,0.4683142602443695,0.19592933356761932,0.6664772033691406
111,335999,0.19406168162822723,0.029182100668549538,0.42052242159843445,0.19387154281139374,0.6756298542022705,,,,,
112,338999,,,,,,0.1951046586036682,0.02736285887658596,0.46196892857551575,0.19490784406661987,0.6674701571464539
112,338999,0.19390544295310974,0.029145948588848114,0.4195162057876587,0.19371531903743744,0.6755549907684326,,,,,
113,341999,,,,,,0.19693797826766968,0.029940588399767876,0.3792515993118286,0.196742445230484,0.6636947393417358
113,341999,0.19375008344650269,0.029501359909772873,0.4136737883090973,0.1935596466064453,0.6756255626678467,,,,,
114,344999,,,,,,0.19595855474472046,0.03130817040801048,0.5025029182434082,0.19576555490493774,0.662983775138855
114,344999,0.19372287392616272,0.029556315392255783,0.43674415349960327,0.19353319704532623,0.6750803589820862,,,,,
115,347999,,,,,,0.19555595517158508,0.028698494657874107,0.40206292271614075,0.19536061584949493,0.6626124978065491
115,347999,0.19357813894748688,0.028940964490175247,0.4232735335826874,0.1933884471654892,0.675064206123352,,,,,
116,350999,,,,,,0.19636927545070648,0.02675778977572918,0.43286192417144775,0.196174755692482,0.6614892482757568
116,350999,0.19358044862747192,0.02946133352816105,0.3960500955581665,0.19339048862457275,0.6747117638587952,,,,,
117,353999,,,,,,0.19528546929359436,0.027275508269667625,0.38299956917762756,0.19508890807628632,0.6614017486572266
117,353999,0.19350078701972961,0.029251404106616974,0.3660552501678467,0.19331087172031403,0.6743504405021667,,,,,
118,356999,,,,,,0.19561727344989777,0.0300805252045393,0.27766740322113037,0.19542255997657776,0.661953330039978
118,356999,0.1933526247739792,0.029488390311598778,0.4657619297504425,0.19316214323043823,0.67466139793396,,,,,
119,359999,,,,,,0.19499686360359192,0.03104276955127716,0.6308832168579102,0.19480127096176147,0.6604143381118774
119,359999,0.1931888461112976,0.029154928401112556,0.40909847617149353,0.19299936294555664,0.6738661527633667,,,,,
120,362999,,,,,,0.19453801214694977,0.027832170948386192,0.6890666484832764,0.19434258341789246,0.6625646948814392
120,362999,0.19318827986717224,0.029002713039517403,0.42266207933425903,0.1929982751607895,0.6738975644111633,,,,,
121,365999,,,,,,0.1945914626121521,0.02747795358300209,0.38008570671081543,0.19439397752285004,0.6637123823165894
121,365999,0.19308380782604218,0.02911699377000332,0.40197083353996277,0.19289399683475494,0.6734509468078613,,,,,
122,368999,,,,,,0.19604794681072235,0.03359907492995262,0.4719412624835968,0.1958514153957367,0.6621681451797485
122,368999,0.19308459758758545,0.029243260622024536,0.4177809953689575,0.1928946077823639,0.6735641360282898,,,,,
123,371999,,,,,,0.19480782747268677,0.02641742303967476,0.40640097856521606,0.19461201131343842,0.6604188680648804
123,371999,0.193052738904953,0.029214007779955864,0.42916470766067505,0.1928631216287613,0.6728696823120117,,,,,
124,374999,,,,,,0.19431599974632263,0.02582676336169243,0.4615964889526367,0.19411781430244446,0.6622748374938965
124,374999,0.19281752407550812,0.02929794229567051,0.44203031063079834,0.19262772798538208,0.6724253296852112,,,,,
125,377999,,,,,,0.19699330627918243,0.02739213965833187,0.4128245413303375,0.19679895043373108,0.6631640791893005
125,377999,0.19279494881629944,0.02904190868139267,0.427001029253006,0.19260507822036743,0.6729211211204529,,,,,
