car_size,car_width,car_len,ramp_angle,front_bumper_length,wind_screen_x,wind_screen_z,side_mirrors_x,side_mirrors_z,rear_window_x,rear_window_z,trunklid_angle,trunklid_x,trunklid_z,diffusor_angle,car_green_house_angle,car_front_hood_angle,car_air_intake_angle,tires_diameter,tires_width
1.153799946015158673e+00,-1.458282715707720500e-03,-3.535760532299203618e-03,-1.918820760672973691e+00,7.066256461407857681e-02,-1.980978036617606075e-03,-4.102893558256405504e-02,3.880245571309554053e-02,-3.736846749568670939e-02,-3.795947119249758889e-02,-1.913369705943944801e-02,6.618328546269673041e+00,1.088631844883822947e-02,-3.967067823728964715e-02,1.049949633644336799e+00,-6.337515543434401266e+00,-7.765556357729234804e+00,3.738003320170909305e+00,1.247660173291990741e-02,1.762838328587493231e-03
1.114624641693885643e+00,8.025166971873901045e-03,-4.609281541818499583e-02,-1.595842763786848195e+00,-1.914406441233336420e-02,3.507939424360818903e-03,4.680235906288791881e-02,1.130528772993479036e-02,3.835570090260158327e-02,3.042905779989436843e-02,-2.811694485031451807e-02,-4.488893982154335660e+00,4.155714729489209947e-03,-4.621507036248493488e-02,-7.803837132639605656e+00,-4.177365818180028612e+00,-1.336627052138627647e+00,1.961461499546539144e+00,8.359829713363865419e-03,8.207478587007398241e-03
9.661169645353611113e-01,-9.406642438444952348e-02,-2.255043261215898542e-02,-1.773672497721939578e+00,-2.067928834579405017e-02,3.372972908204464881e-03,-4.014102256462214607e-02,3.432576097191025744e-02,-2.782747548789478442e-02,2.513818262064901332e-02,-2.539335044998401042e-02,2.952808697868078980e-01,-7.711980112819469269e-03,1.080979939017852332e-02,-9.736715300271416851e-01,-4.377320552189441827e+00,-5.961851069816805904e-01,2.134243072740064306e+00,1.105557909230845716e-02,1.185625127156850200e-02
8.762826763113588102e-01,-4.129909196953383127e-02,2.848288415505589866e-02,4.327328011565656496e+00,9.862439897295646740e-02,2.629397678782482983e-02,-1.151610396696944871e-02,-1.151632972250010711e-02,4.840150938241567780e-02,-2.693200346284180258e-02,3.439611599352060400e-02,-7.170830318517946722e-01,4.574290083499478465e-02,3.201113807463351613e-04,5.852501596437955200e+00,6.935674664724023941e+00,-7.630169930757798369e+00,-7.846202752635278443e+00,9.695670770984597328e-03,8.582068302838530283e-03
1.196765562437951846e+00,-3.420269426389031808e-02,-5.735122198368199087e-02,-4.038205422703196490e+00,8.584458191847973985e-02,-4.908779559104614609e-02,4.073949339010955739e-02,2.726926010423907920e-02,2.269133513036354632e-02,-2.556671082591264327e-02,-1.193903660525188343e-02,-6.304184917417018141e+00,-1.817987929855139489e-02,2.617590388448118310e-02,-2.881008306861449597e+00,1.163475894024230683e+00,1.134910688319513028e+00,-3.105725294246690638e+00,1.542234737293481442e-03,1.011538842300658408e-02
1.097458382378753150e+00,-1.548514268742169631e-02,-4.828036543185652146e-02,-4.744377390032690656e+00,-6.488303122528021882e-02,1.062044563998255919e-02,-2.041122533190535895e-02,2.415607545487599706e-02,-4.543254391030461525e-03,3.198450460405265205e-02,4.580451249247745327e-02,3.186388201809187137e-01,-3.514550934983082936e-02,3.983455444384406685e-02,3.243714573787244149e-01,-2.899448719352513137e+00,4.338228407460729130e+00,-7.631790808013969141e+00,-8.406174681362362996e-03,-4.760384631979069220e-03
1.113420967752383861e+00,6.301938283340977054e-02,2.443489651440662602e-02,4.811881451022301803e+00,-7.162598318152457733e-02,3.550859648475480912e-02,2.498482161522289080e-02,3.282958859190339418e-02,1.070031614134521469e-02,4.001471788760539716e-02,-4.346282305731086204e-04,5.525141191429696619e-01,2.983787943233194573e-03,-6.075945385828743217e-03,-2.247912996149795006e+00,6.130500759944803590e+00,3.509869713840847893e+00,-7.122256052519500003e-01,9.771000953303530037e-03,-6.199616672026170630e-03
8.198209378416095872e-01,-8.569963737567745654e-02,-9.185319634463991190e-02,5.958581374402921682e+00,4.207007097094178638e-03,3.725616010126982236e-02,-3.063501921222175003e-02,7.550735903855132491e-05,3.177780835198776299e-03,-3.264231236502607159e-02,-4.567737335930709131e-03,2.509928983944664793e-01,-1.539041835568433214e-02,4.034049864057981383e-02,4.579885130619723910e+00,-2.683693760427752650e+00,8.118153719936191948e-01,-4.251159053823805323e+00,-2.304510325165516973e-03,-5.450890947890356386e-03
1.091565162423680846e+00,5.288835817782217008e-02,6.253260809488089822e-02,-3.337547094460857622e+00,7.565754623622397701e-02,4.183851289764395354e-02,3.888278585576236679e-02,2.620272873357018528e-03,3.105351721196934756e-02,3.870236856037392870e-02,4.227895634180334206e-02,6.491211586471862915e+00,4.948116233059207669e-02,4.401897171256313746e-02,-6.458419694198086702e+00,3.307822782861331135e+00,-2.911087395533012767e+00,-7.139020471884988339e+00,9.060789367193802790e-05,-7.905921306785291397e-03
8.794652582317298295e-01,3.630140422269390044e-04,-7.706402921685323593e-02,1.012597360643567868e-01,3.942621181489133764e-02,3.519749602749881745e-02,2.876480659606910073e-02,-2.703349574593494342e-02,2.192725115271121350e-02,3.306333623953161549e-02,-1.831752517532025948e-02,3.808653942840326323e+00,-4.963679146237429812e-02,7.326794884269870189e-03,-4.159607583246168971e+00,5.437765739639715434e+00,9.018799013849587709e-01,6.917642439245710761e+00,8.849233729950745433e-03,-4.826230012941121195e-03
1.124371382146398757e+00,-5.328657655234734364e-02,-6.127875610748217267e-02,7.554730416466377108e+00,9.523846123674264974e-02,-1.469184355028161498e-02,-4.902551909297467314e-02,1.734866574400875661e-03,-2.195172765718638244e-02,2.903785708289892409e-02,-1.577707646384497731e-02,-4.637988926032070580e+00,4.628848136004673486e-02,-4.242050845009103649e-02,-1.017885576451810437e+00,1.186434765034356076e+00,4.200288192864416459e+00,-1.346768691991057310e+00,-2.019002755129785734e-03,2.673468339821245821e-03
9.544491640576223679e-01,-1.472083686250058587e-02,5.169663170150873288e-02,-6.254128756239079934e+00,-4.392276893766231677e-02,1.786399589435955226e-02,-1.205253424656990008e-02,4.743150451999335326e-02,-1.437975800765386308e-02,-2.969229262267616617e-02,2.528920712261406578e-02,-4.226157170176023214e+00,-4.298017576029357356e-03,-2.732181300235342336e-02,4.845424260415317264e+00,4.243197814019444181e+00,-7.262383375254382045e+00,-4.559280945509947003e-02,1.064121283327685435e-03,-9.342849876339230641e-03
8.986177300199597040e-01,-9.698078578180627241e-02,6.479362306360814117e-04,4.552952106538000976e+00,-1.995617809688539357e-02,9.889762078442589088e-03,-3.651194130286064543e-02,4.531755742677255616e-02,1.122595117461179515e-02,-7.056175223141489261e-03,3.150798485777775437e-02,4.031552755794816534e+00,-4.136825825816475843e-02,1.547723917578519570e-02,1.533781229411966152e+00,4.098977061263449073e+00,4.458406762718889027e+00,-5.483019426050583789e+00,5.825165659173186725e-03,-7.133377928773783350e-03
8.717277864984693814e-01,-6.834615611592015361e-02,9.014500444723394512e-02,7.720945221986754703e+00,-5.914040703910821567e-02,1.397605133189891435e-02,2.759021927024048193e-02,-3.228149631070601627e-02,-2.714140046498201425e-02,-4.954954477224507436e-02,1.059289235277914576e-02,1.914322903139982657e+00,3.104427750690653964e-02,-1.987075639150716333e-03,5.356154925589429183e-02,2.883758979389947186e+00,-4.896323603871662655e+00,6.818054337726909608e+00,8.377813741664059607e-03,7.820373023230374476e-04
1.153412649386269972e+00,-9.308519256648595253e-02,-8.891557760196798499e-02,-6.181071405957311526e+00,5.439121018452472422e-02,-3.773765252399589182e-02,-2.313638448727395325e-02,-3.690642458125073522e-02,1.388555480197402325e-02,-4.193292803230568716e-02,1.583705954370909219e-02,7.602070496654240728e+00,-3.017712738309513698e-02,-4.823463466901765223e-02,7.060930800817288855e+00,-5.109773087870207675e+00,4.142120317688242181e+00,-2.162834426563806645e+00,-6.656539502349382090e-03,-2.737292731279572164e-03
8.242378396050141776e-01,-8.146974425701365707e-02,5.662114539872462049e-03,-2.196369461142321455e+00,-8.153297196041842110e-02,2.690941486588026288e-02,-4.650163356965342221e-02,2.691988258349309326e-02,-4.715290664716099978e-02,3.704675052985495487e-03,3.021188910622078783e-02,-6.116705933908919590e+00,-2.485212028356037495e-02,3.296252659118065198e-04,4.841547909074254363e+00,-7.273729103394842355e+00,7.123856799108162718e+00,2.527239329241503185e+00,4.673236843748757377e-03,-2.404712570004420222e-03
9.055366891978781085e-01,-4.268394461696503606e-02,-3.341941913458849889e-02,-7.011054680851746213e+00,2.684584405712106547e-02,-5.805472459535845897e-03,-3.346567320609063201e-02,-2.958215820541724300e-02,4.339073345259493453e-03,-3.460464925037178008e-02,-2.619049283745319631e-02,7.466593531619583501e+00,-7.278977738786149287e-03,-4.070710115225274761e-02,2.039215560170598351e+00,-1.023705187637375502e+00,3.803548791546134566e+00,5.156914462754745188e+00,3.557034743583877348e-03,-4.041204260576563428e-03
9.952907793790268798e-01,-1.229558227063756726e-02,-2.607398273197146510e-02,-7.845048454792912906e+00,2.614960795595047682e-02,3.956150479963380096e-02,3.040150503171727692e-02,-1.426160533065862213e-02,-3.113779835571802920e-02,4.233536023872604137e-02,1.044392981363204825e-02,5.414642601117247267e+00,1.176424567039376784e-02,4.547757624023518463e-02,-1.891901245383145636e+00,-6.645167283252330748e+00,-1.914937061984845812e+00,-3.932082246337404996e+00,-8.738037248256988465e-04,-1.176794633688962692e-02
8.374740400573055243e-01,7.721887596021201339e-02,1.395660703017231885e-02,-7.367505697271941045e+00,7.232214904294176350e-02,-5.783797321621007848e-03,4.081060966929735134e-02,-2.219180556959497036e-02,3.593788707536196836e-02,-3.600118989186340546e-02,1.267155584617374320e-03,7.474830323312835034e+00,1.261386651446297358e-02,2.029460022908613492e-02,-5.138936785999806744e+00,2.992070811050085766e+00,-5.118469064885069031e+00,-1.749542876666907887e+00,-1.147676151316833794e-02,-4.039124701383702692e-04
8.175894668032669399e-01,-3.944112765509486668e-02,7.340472483968779605e-02,4.312432338753573902e+00,2.183586721621925963e-02,-5.774975992337207098e-03,2.812369022649351125e-02,-3.990913289589642643e-02,-1.023784061101031678e-02,3.649814677259237417e-02,1.336625437755543933e-02,-1.757726335184036870e+00,-2.125913082499562845e-03,-3.188449146541919021e-02,6.812646845565824449e+00,3.541961869415656494e+00,-2.576734947462938408e+00,1.597603789241066607e-01,-7.815986561595510140e-03,-6.460165649415164357e-05
8.582162415499382524e-01,2.712835715642236689e-02,-4.423400830237851633e-02,4.200076015528582118e+00,-3.020035926879605093e-02,2.859373969261527759e-02,2.200799664996391791e-02,-3.054034333904833906e-02,3.806729361659104416e-02,-1.935648445235578496e-02,4.105073843014821200e-02,-4.763164072173761809e+00,-4.057365840221793807e-02,1.801640562373088561e-02,-6.442129913629532467e+00,-4.778806340952220566e+00,8.917907986071043069e-01,-4.013571696024845536e+00,1.261529436355343127e-02,-1.227515237426175104e-02
1.032175633575785234e+00,6.138237839743632129e-02,8.464863989692336665e-02,2.579063775937315839e+00,-4.198879870335514575e-02,3.760667161769370992e-03,1.125225971523356738e-02,-3.014679721826071454e-02,-2.771311334099563206e-02,2.827688661000439529e-02,1.745108492481120543e-04,-3.028221862364862460e+00,1.759676735578172280e-02,-4.464783514223244487e-02,3.991968714178540267e+00,7.106831129661182800e+00,-4.867139506266527249e+00,-3.744287732939259428e+00,7.695846449458471419e-03,-9.223656646335585962e-03
1.142203187126756392e+00,9.345913699879213055e-02,-5.481348257046853023e-03,4.699428917547736617e+00,-1.565551274920087832e-02,-2.632643427096749422e-02,2.098426783762390169e-02,2.341743479127375571e-02,-1.468021916065764820e-03,-1.787355491235557287e-02,2.132093638750753861e-02,-1.635976687338750679e+00,3.469772441669162488e-02,-3.161478926939149947e-02,5.832210951381698649e+00,3.271923885542131316e+00,1.988980038669136974e+00,-6.607025594275615532e+00,-9.854279321662370861e-03,-6.445888870900197756e-03
8.083975981507793840e-01,-8.023269231939639257e-02,-2.443750014409944160e-02,6.346643334669336056e+00,1.254708996117141762e-02,-2.328140729336622070e-02,-9.288708429424120949e-03,3.683570244640514690e-02,1.226995466934757001e-02,3.244198923142146973e-02,-6.855114754939897748e-03,7.524403103242908841e+00,-2.679375291288289829e-02,4.167842042760529220e-02,-4.872444393048507294e-01,3.349064947818938265e-01,-3.455145274425213131e-01,-2.388547733757429015e+00,8.420475728281728509e-03,-9.742699597319654306e-03
1.100995559427449422e+00,8.197615976522645842e-03,-8.118740644139897655e-02,-5.425978721025973783e+00,4.815095116535994535e-03,4.755725242156574883e-03,-1.289395219761326622e-02,2.069367492522106167e-02,4.194031963585297118e-02,-4.305596198413232101e-02,5.718576891212134861e-04,1.127302956531146094e+00,-2.439119375899014008e-02,-2.464383464134688520e-02,-4.149943441610874473e+00,1.578556711165560955e+00,7.455134446753726607e+00,-5.803791518829026330e+00,-8.140626909140432840e-03,-9.765947449525830271e-03
1.139808056337115572e+00,-4.884424735892985148e-02,-3.507320820700292330e-02,2.671589260229387364e+00,-3.350359476551877103e-02,-4.121952173378166245e-02,3.843046546151517029e-02,4.390680907065146188e-02,5.883993700013148698e-03,-3.938836000333737625e-02,-4.944134946019201893e-02,7.971332732489434747e+00,-3.142649300884571562e-02,-2.489583934448238653e-02,-4.728107141098144339e+00,7.612741810203612403e+00,1.891139118368307948e+00,1.235855348669328890e+00,-4.040677342051572293e-03,8.033250458179264086e-04
1.127735938688633421e+00,-6.426967327263295726e-02,-4.456592329234305982e-02,3.717927390710693558e+00,-9.339590393956945236e-02,-1.783035176050119797e-02,4.240036610173017473e-02,-4.436711912932357615e-03,-3.749607563740962185e-02,4.688730092480447587e-02,-4.612925505960958905e-02,3.295774402563939276e+00,3.536392133869407928e-02,-2.163812591712467592e-02,5.138789465307276316e+00,4.148139276192264191e+00,-2.039653632987670662e+00,-7.825292498865232815e+00,-1.291877772184084686e-02,-1.362697609308046072e-02
8.657525692953513818e-01,6.533004869912731327e-02,2.554271971064162039e-02,5.551415538455076515e+00,-1.001268724421948420e-02,3.975686023221569609e-02,4.171139841291252037e-02,-2.991683327371108536e-02,-4.929732272716327857e-03,4.412691797411748273e-02,-3.506619949810781123e-02,-5.559213673905869513e+00,-2.138269907923118218e-02,3.798439455000000853e-02,-3.573680900220672640e-01,4.326035283379207286e+00,-2.663430664402930859e+00,6.226004199371487857e+00,1.120884101199232964e-02,7.400486036362084741e-03
9.055234663101777715e-01,4.890956711653052236e-02,5.032267555971112194e-02,-2.666345440294808355e+00,7.368030418524226799e-02,2.030530189894048931e-02,-3.607537921472436793e-02,-1.239372791161832965e-03,-1.236209555676781591e-02,3.429314312034525969e-02,-4.395802761906623252e-02,-4.153652048290915388e+00,1.410866892065003320e-02,-3.874602700846874193e-02,-1.243966971110088693e+00,5.928884153037438764e+00,1.348599876725252500e+00,7.281738022074495831e+00,4.279688314980016270e-03,-1.343528333306166084e-02
1.080537441532477327e+00,-3.009144815851737265e-02,8.715172609420837602e-02,1.999898276463804692e+00,3.979397262156553206e-02,-3.155200505074023942e-02,-3.852535447485131576e-02,3.428612022150932803e-02,-3.338778482708635448e-02,1.299460744272659674e-02,-2.042230632132687948e-02,-8.118766734208779923e-01,-1.827411510950602280e-03,-4.129782018518897424e-02,-3.492884278530331343e+00,1.128813701058046348e+00,4.378453659334359926e+00,7.177918324325723631e+00,1.114366073751973073e-02,-1.091615024036230765e-02
1.036238517785609936e+00,8.799936307970171456e-02,-5.946597879108200813e-03,1.222201867722782609e+00,5.784832727318031664e-02,-1.406052869137049133e-02,1.497362481858047212e-02,-1.209091626711032014e-02,-1.073705937888429218e-02,2.196777828536333743e-02,-3.073865889518360289e-02,-3.083487632515549137e-01,1.993451096563278457e-02,3.502618625824725773e-02,3.583219221288439726e+00,6.894524714711176117e+00,5.459230907693273238e+00,-3.520680641306912051e+00,-1.208656993329387981e-02,-9.838409120279060366e-04
8.231280509056853045e-01,-9.238284037917428304e-02,-2.331715489179191081e-02,7.236188350589864982e+00,3.844395555233012796e-02,3.777781175267827529e-02,-1.391547740606470518e-02,3.986614404803179301e-02,3.103302719593664660e-02,1.964349092747684489e-02,2.313959594908843176e-02,2.984588495650625006e+00,-5.377744360935562962e-03,-2.203165836299450162e-02,-7.755346162196774529e+00,-6.165320195740664033e+00,-3.465573670518423910e+00,7.689176419578656052e+00,-1.050063082112994220e-02,-5.210133194962544845e-03
8.041137564672531379e-01,-6.937942397832515262e-02,1.567567650715358252e-02,-6.677872618091758028e-01,-8.230425404422057889e-02,-2.070011611570807958e-02,3.731458874135588910e-02,4.377600062275015247e-02,-3.354651482585879751e-02,-1.001545998435123680e-02,1.737049263938390820e-02,-5.937317388441654131e+00,-8.507490399973040296e-03,-4.890749874082875315e-02,3.187878062518057831e+00,3.846676904795323537e+00,4.914121975890479277e+00,-7.199532238234091608e+00,-1.244395736965634575e-02,-1.252170760605969893e-02
1.088003679570495041e+00,3.669877455722186932e-02,5.499044136515060521e-02,-4.494842385209141256e+00,-2.175354498817742843e-02,-9.050377927245598086e-03,3.084896996023116233e-02,-1.378193112675037829e-02,3.983868282202425448e-02,-3.993553681362341234e-02,1.919049404778946921e-02,-7.140101066046053546e+00,6.504081630831173855e-03,4.710970612032683302e-02,-9.926248307605867183e-01,-7.219295538183745364e+00,3.256549756267457241e-01,-6.437089636726613051e+00,-9.220800804080112739e-03,-3.344943823414424713e-03
