id,drag,drag_test,lift,lift_test,vtk_type
06429,759.49072265625,708.0439453125,-32.96274948120117,-88.99335479736328,vtk_E
06430,556.7294921875,557.5408935546875,215.00843811035156,164.5804901123047,vtk_E
06431,636.8851928710938,634.6639404296875,236.35443115234375,230.760009765625,vtk_E
06432,635.07568359375,630.0438842773438,313.4259948730469,222.44239807128906,vtk_E
06433,612.5696411132812,600.0602416992188,96.51309967041016,68.39852142333984,vtk_E
06434,492.1016845703125,502.47821044921875,234.78057861328125,314.2605285644531,vtk_E
06436,619.5032958984375,605.8048095703125,135.65103149414062,64.60752868652344,vtk_E
06439,557.8321533203125,526.8958740234375,155.89796447753906,150.25198364257812,vtk_E
06440,519.157958984375,494.16131591796875,229.21835327148438,173.68960571289062,vtk_E
06441,392.80621337890625,439.55181884765625,228.83367919921875,299.01861572265625,vtk_E
06442,530.9458618164062,524.6282348632812,271.2259521484375,331.1167907714844,vtk_E
06443,474.09881591796875,473.0046081542969,184.15692138671875,189.06260681152344,vtk_E
06445,534.7953491210938,555.5103759765625,173.44422912597656,248.4608612060547,vtk_E
06446,706.961181640625,691.1729736328125,83.75157165527344,104.90769958496094,vtk_E
06448,612.1893920898438,605.2576293945312,329.0576171875,326.53271484375,vtk_E
06449,539.6902465820312,527.7527465820312,343.0100402832031,364.05828857421875,vtk_E
06450,509.11224365234375,519.0703735351562,520.2034912109375,437.379638671875,vtk_E
06451,607.1844482421875,575.6697998046875,50.61110305786133,76.07521057128906,vtk_E
06452,525.8212890625,514.1952514648438,223.6443634033203,233.59988403320312,vtk_E
06453,481.7723388671875,483.14337158203125,217.95346069335938,195.69007873535156,vtk_E
06454,509.2254638671875,497.39892578125,373.70220947265625,391.9490966796875,vtk_E
06456,461.4137878417969,489.407470703125,328.17559814453125,328.8937683105469,vtk_E
06457,453.68829345703125,480.6687316894531,190.61819458007812,240.42202758789062,vtk_E
06458,701.8154296875,634.9962768554688,128.70787048339844,23.122631072998047,vtk_E
06460,547.5523681640625,539.7044677734375,13.2244873046875,80.93355560302734,vtk_E
06461,647.9119873046875,668.4443969726562,120.95037841796875,113.70953369140625,vtk_E
06600,584.3153686523438,577.046875,366.6976318359375,370.1376953125,vtk_F
06601,491.36468505859375,483.3374328613281,339.78125,337.35369873046875,vtk_F
06602,569.856201171875,552.4697265625,214.8987579345703,193.38919067382812,vtk_F
06604,531.067138671875,529.220703125,296.6714172363281,279.41839599609375,vtk_F
06605,782.185546875,779.8114013671875,391.4749755859375,370.3002624511719,vtk_F
06606,389.15557861328125,399.22705078125,236.6920623779297,255.60638427734375,vtk_F
06608,777.8202514648438,790.5303344726562,522.6210327148438,348.2232360839844,vtk_F
06611,420.6414794921875,437.02081298828125,324.2250061035156,321.1081848144531,vtk_F
06612,670.6137084960938,646.0979614257812,143.96832275390625,268.10565185546875,vtk_F
06613,627.89013671875,640.6265869140625,225.9221954345703,233.0850067138672,vtk_F
06614,456.2475891113281,458.167724609375,379.1307373046875,345.1646728515625,vtk_F
06615,411.36279296875,391.5016174316406,420.6425476074219,350.8088684082031,vtk_F
06616,634.6207885742188,624.4918212890625,275.17327880859375,292.82269287109375,vtk_F
06617,464.27557373046875,468.738037109375,335.01849365234375,322.9774475097656,vtk_F
06618,415.1727294921875,423.01434326171875,222.02418518066406,228.58837890625,vtk_F
06620,495.18890380859375,505.4189758300781,273.794189453125,308.31805419921875,vtk_F
06621,602.3815307617188,587.2568359375,251.88331604003906,266.3746643066406,vtk_F
06622,535.7880859375,539.3299560546875,333.9327392578125,340.23968505859375,vtk_F
06623,474.63580322265625,449.23626708984375,439.5069580078125,418.57110595703125,vtk_F
06624,494.4981689453125,486.6738586425781,283.4951477050781,270.7005310058594,vtk_F
06625,646.0069580078125,649.9950561523438,96.42762756347656,110.40153503417969,vtk_F
06628,525.2146606445312,525.90478515625,183.81900024414062,240.24143981933594,vtk_F
06629,631.1182861328125,608.6094360351562,475.1967468261719,406.0417785644531,vtk_F
06631,785.626708984375,768.5375366210938,548.37890625,447.0464172363281,vtk_F
06635,712.442626953125,675.542724609375,144.01510620117188,132.17355346679688,vtk_F
06637,469.6719055175781,474.5036315917969,286.0802307128906,248.17247009277344,vtk_F
06639,593.6629028320312,567.60302734375,352.39031982421875,372.5906066894531,vtk_F
06643,477.0766296386719,480.74066162109375,183.58152770996094,184.7877197265625,vtk_F
06644,669.560791015625,663.395263671875,297.7554016113281,285.7707824707031,vtk_F
06646,533.0686645507812,516.4830322265625,193.6505584716797,173.7949676513672,vtk_F
06647,414.3181457519531,410.2745361328125,203.16590881347656,232.82528686523438,vtk_F
06648,410.1042785644531,422.52105712890625,376.4836730957031,330.44305419921875,vtk_F
06654,505.83416748046875,492.00787353515625,335.7247009277344,322.908935546875,vtk_F
06655,581.3286743164062,581.4152221679688,417.311767578125,367.12982177734375,vtk_F
06656,519.2634887695312,532.9751586914062,381.3228454589844,289.9064025878906,vtk_F
06658,726.5160522460938,736.6773681640625,443.13604736328125,388.6067810058594,vtk_F
06659,519.7589111328125,517.7451171875,378.56536865234375,346.139404296875,vtk_F
06660,391.9478759765625,408.19171142578125,330.1031188964844,333.77496337890625,vtk_F
06662,531.9633178710938,502.98504638671875,230.0758514404297,256.12939453125,vtk_F
06664,397.3027038574219,401.6330261230469,300.072998046875,310.24298095703125,vtk_F
06665,565.3499755859375,581.2001953125,135.65811157226562,221.72622680664062,vtk_F
06673,447.16241455078125,437.2247009277344,333.5889892578125,293.4237365722656,vtk_F
06674,582.4518432617188,596.4127197265625,378.5485534667969,358.0640869140625,vtk_F
06675,576.9603881835938,554.4268798828125,397.9708557128906,418.83746337890625,vtk_F
06676,739.1700439453125,738.1123657226562,309.89715576171875,277.845703125,vtk_F
06677,717.6349487304688,706.6962890625,234.43946838378906,228.97325134277344,vtk_F
06678,687.195068359375,669.5220947265625,319.8772277832031,313.3854675292969,vtk_F
06679,483.1238098144531,462.31390380859375,299.4005126953125,278.8711242675781,vtk_F
06681,435.01019287109375,430.290283203125,262.9615478515625,254.5795440673828,vtk_F
06684,746.2334594726562,754.2276611328125,277.6494445800781,343.3101806640625,vtk_F
07794,486.1430358886719,506.4285583496094,163.9085235595703,260.21990966796875,vtk_N
07801,464.1087951660156,424.59942626953125,393.16925048828125,379.19024658203125,vtk_N
07803,510.79815673828125,496.311279296875,326.3481750488281,347.996337890625,vtk_N
07805,428.5662536621094,425.7525329589844,319.3990173339844,305.41680908203125,vtk_N
07806,487.64776611328125,480.8448486328125,355.43060302734375,291.202880859375,vtk_N
07810,711.2421875,710.5484008789062,242.1578369140625,275.0150451660156,vtk_N
07812,634.9667358398438,636.6152954101562,98.39994812011719,174.39662170410156,vtk_N
07813,473.56365966796875,472.3671569824219,322.3049621582031,288.52099609375,vtk_N
07814,531.3219604492188,516.2586059570312,219.90847778320312,246.3861083984375,vtk_N
07820,471.6981201171875,457.2401123046875,410.3335876464844,399.822265625,vtk_N
07821,566.3001098632812,564.6884765625,335.7646484375,286.92474365234375,vtk_N
07822,504.82135009765625,530.42138671875,176.79151916503906,266.404052734375,vtk_N
07823,452.2158203125,467.7288818359375,253.8259735107422,280.64007568359375,vtk_N
07833,583.1768798828125,605.01171875,482.27264404296875,384.65966796875,vtk_N
07835,627.8961181640625,625.901123046875,316.67022705078125,300.381103515625,vtk_N
07836,540.8941040039062,584.3805541992188,290.70477294921875,317.9454650878906,vtk_N
07841,593.627685546875,568.3609619140625,161.68443298339844,187.99302673339844,vtk_N
07845,606.2730102539062,588.4655151367188,439.7690124511719,434.1690979003906,vtk_N
07846,389.8642578125,371.09765625,265.68310546875,279.55950927734375,vtk_N
07852,471.38714599609375,446.0202331542969,346.3928527832031,315.5140380859375,vtk_N
07853,595.055908203125,590.234619140625,322.0511779785156,326.959228515625,vtk_N
07855,468.47906494140625,460.2885437011719,400.58221435546875,363.0647277832031,vtk_N
07856,435.48016357421875,439.6348876953125,266.27581787109375,250.3041229248047,vtk_N
07861,446.2018127441406,448.2276916503906,384.37890625,374.20953369140625,vtk_N
07862,505.3717346191406,512.3497924804688,247.19174194335938,143.052490234375,vtk_N
07864,483.46466064453125,480.91925048828125,261.90533447265625,277.72955322265625,vtk_N
07865,552.1493530273438,545.891357421875,255.87179565429688,241.7193603515625,vtk_N
07870,589.8059692382812,602.3705444335938,361.368408203125,333.2320556640625,vtk_N
07872,512.0852661132812,496.3989562988281,206.4705352783203,232.96847534179688,vtk_N
07873,768.1704711914062,723.7745971679688,300.6816101074219,204.90493774414062,vtk_N
07874,568.2359619140625,562.2538452148438,301.4741516113281,300.4872741699219,vtk_N
07881,765.2816162109375,742.2933349609375,398.50299072265625,361.6407775878906,vtk_N
07882,506.90771484375,480.0808410644531,445.08392333984375,413.4469909667969,vtk_N
07883,476.5745544433594,482.80615234375,239.56883239746094,267.1401062011719,vtk_N
07884,567.35888671875,593.9312133789062,215.24269104003906,232.8317413330078,vtk_N
07890,645.9622192382812,652.6572875976562,129.77288818359375,252.40509033203125,vtk_N
07891,483.40032958984375,471.2744445800781,334.7281188964844,350.6938781738281,vtk_N
07893,455.2919921875,456.8518371582031,380.2738342285156,376.1600036621094,vtk_N
07900,470.993408203125,477.54925537109375,265.6133117675781,289.14190673828125,vtk_N
07901,661.8392333984375,643.26708984375,439.2997131347656,417.57568359375,vtk_N
07902,726.85888671875,726.7883911132812,498.41070556640625,408.2882995605469,vtk_N
07904,556.5235595703125,564.6900024414062,311.021728515625,376.47381591796875,vtk_N
07910,561.223876953125,547.4453125,164.68016052246094,239.09149169921875,vtk_N
07911,489.0379638671875,489.1312561035156,401.7357177734375,336.6480712890625,vtk_N
07912,684.1552734375,676.0177001953125,383.1435546875,464.04388427734375,vtk_N
07913,521.5535278320312,526.9892578125,255.81459045410156,286.54296875,vtk_N
07922,401.3771667480469,416.79315185546875,280.64727783203125,282.7947692871094,vtk_N
07923,508.8302307128906,511.5372009277344,272.4986572265625,329.8345947265625,vtk_N
07924,611.3245849609375,605.3485717773438,404.92388916015625,394.41876220703125,vtk_N
07930,465.1886291503906,491.1544494628906,442.4188537597656,397.5898132324219,vtk_N
